GAME_ID,GAME_DATE,TEAM_ID,TEAM_ABBREVIATION,MATCHUP,WL,SEASON
0022500326,2025-12-03,1610612753,ORL,ORL vs. SAS,L,2025-26
0022500327,2025-12-03,1610612737,ATL,ATL vs. LAC,L,2025-26
0022500324,2025-12-03,1610612739,CLE,CLE vs. POR,L,2025-26
0022500325,2025-12-03,1610612754,IND,IND vs. DEN,L,2025-26
0022500328,2025-12-03,1610612752,NYK,NYK vs. CHA,W,2025-26
0022500331,2025-12-03,1610612765,DET,DET @ MIL,L,2025-26
0022500330,2025-12-03,1610612758,SAC,SAC @ HOU,L,2025-26
0022500332,2025-12-03,1610612748,MIA,MIA @ DAL,L,2025-26
0022500329,2025-12-03,1610612751,BKN,BKN @ CHI,W,2025-26
0022500318,2025-12-02,1610612755,PHI,PHI vs. WAS,W,2025-26
0022500321,2025-12-02,1610612750,MIN,MIN @ NOP,W,2025-26
0022500322,2025-12-02,1610612763,MEM,MEM @ SAS,L,2025-26
0022500323,2025-12-02,1610612744,GSW,GSW vs. OKC,L,2025-26
0022500320,2025-12-02,1610612738,BOS,BOS vs. NYK,W,2025-26
0022500319,2025-12-02,1610612757,POR,POR @ TOR,L,2025-26
0022500314,2025-12-01,1610612741,CHI,CHI @ ORL,L,2025-26
0022500312,2025-12-01,1610612766,CHA,CHA @ BKN,L,2025-26
0022500317,2025-12-01,1610612756,PHX,PHX @ LAL,W,2025-26
0022500316,2025-12-01,1610612762,UTA,UTA vs. HOU,W,2025-26
0022500311,2025-12-01,1610612749,MIL,MIL @ WAS,L,2025-26
0022500315,2025-12-01,1610612742,DAL,DAL @ DEN,W,2025-26
0022500313,2025-12-01,1610612748,MIA,MIA vs. LAC,W,2025-26
0022500309,2025-12-01,1610612765,DET,DET vs. ATL,W,2025-26
0022500310,2025-12-01,1610612754,IND,IND vs. CLE,L,2025-26
0022500303,2025-11-30,1610612761,TOR,TOR @ NYK,L,2025-26
0022500304,2025-11-30,1610612737,ATL,ATL @ PHI,W,2025-26
0022500307,2025-11-30,1610612758,SAC,SAC vs. MEM,L,2025-26
0022500308,2025-11-30,1610612747,LAL,LAL vs. NOP,W,2025-26
0022500301,2025-11-30,1610612762,UTA,UTA vs. HOU,L,2025-26
0022500305,2025-11-30,1610612760,OKC,OKC @ POR,W,2025-26
0022500306,2025-11-30,1610612759,SAS,SAS @ MIN,L,2025-26
0022500302,2025-11-30,1610612739,CLE,CLE vs. BOS,L,2025-26
0022500298,2025-11-29,1610612744,GSW,GSW vs. NOP,W,2025-26
0022500296,2025-11-29,1610612765,DET,DET @ MIA,W,2025-26
0022500299,2025-11-29,1610612756,PHX,PHX vs. DEN,L,2025-26
0022500297,2025-11-29,1610612751,BKN,BKN @ MIL,L,2025-26
0022500294,2025-11-29,1610612761,TOR,TOR @ CHA,L,2025-26
0022500295,2025-11-29,1610612741,CHI,CHI @ IND,L,2025-26
0022500293,2025-11-29,1610612738,BOS,BOS @ MIN,L,2025-26
0022500300,2025-11-29,1610612746,LAC,LAC vs. DAL,L,2025-26
0022500069,2025-11-28,1610612739,CLE,CLE @ ATL,L,2025-26
0022500076,2025-11-28,1610612743,DEN,DEN vs. SAS,L,2025-26
0022500078,2025-11-28,1610612742,DAL,DAL @ LAL,L,2025-26
0022500077,2025-11-28,1610612762,UTA,UTA vs. SAC,W,2025-26
0022500079,2025-11-28,1610612746,LAC,LAC vs. MEM,L,2025-26
0022500075,2025-11-28,1610612756,PHX,PHX @ OKC,L,2025-26
0022500071,2025-11-28,1610612766,CHA,CHA vs. CHI,W,2025-26
0022500074,2025-11-28,1610612752,NYK,NYK vs. MIL,W,2025-26
0022500072,2025-11-28,1610612765,DET,DET vs. ORL,L,2025-26
0022500070,2025-11-28,1610612755,PHI,PHI @ BKN,W,2025-26
0022500073,2025-11-28,1610612764,WAS,WAS @ IND,L,2025-26
0022500060,2025-11-26,1610612738,BOS,BOS vs. DET,W,2025-26
0022500065,2025-11-26,1610612740,NOP,NOP vs. MEM,L,2025-26
0022500068,2025-11-26,1610612756,PHX,PHX @ SAC,W,2025-26
0022500066,2025-11-26,1610612745,HOU,HOU @ GSW,W,2025-26
0022500063,2025-11-26,1610612761,TOR,TOR vs. IND,W,2025-26
0022500061,2025-11-26,1610612752,NYK,NYK @ CHA,W,2025-26
0022500067,2025-11-26,1610612759,SAS,SAS @ POR,W,2025-26
0022500062,2025-11-26,1610612749,MIL,MIL @ MIA,L,2025-26
0022500064,2025-11-26,1610612750,MIN,MIN @ OKC,L,2025-26
0022500058,2025-11-25,1610612755,PHI,PHI vs. ORL,L,2025-26
0022500059,2025-11-25,1610612747,LAL,LAL vs. LAC,W,2025-26
0022500057,2025-11-25,1610612737,ATL,ATL @ WAS,L,2025-26
0022500284,2025-11-24,1610612739,CLE,CLE @ TOR,L,2025-26
0022500288,2025-11-24,1610612757,POR,POR @ MIL,W,2025-26
0022500289,2025-11-24,1610612740,NOP,NOP vs. CHI,W,2025-26
0022500286,2025-11-24,1610612748,MIA,MIA vs. DAL,W,2025-26
0022500290,2025-11-24,1610612745,HOU,HOU @ PHX,W,2025-26
0022500287,2025-11-24,1610612743,DEN,DEN @ MEM,W,2025-26
0022500291,2025-11-24,1610612744,GSW,GSW vs. UTA,W,2025-26
0022500285,2025-11-24,1610612752,NYK,NYK @ BKN,W,2025-26
0022500283,2025-11-24,1610612754,IND,IND vs. DET,L,2025-26
0022500292,2025-11-24,1610612758,SAC,SAC vs. MIN,W,2025-26
0022500275,2025-11-23,1610612755,PHI,PHI vs. MIA,L,2025-26
0022500281,2025-11-23,1610612759,SAS,SAS @ PHX,L,2025-26
0022500279,2025-11-23,1610612751,BKN,BKN @ TOR,L,2025-26
0022500282,2025-11-23,1610612747,LAL,LAL @ UTA,W,2025-26
0022500280,2025-11-23,1610612757,POR,POR @ OKC,L,2025-26
0022500276,2025-11-23,1610612737,ATL,ATL vs. CHA,W,2025-26
0022500277,2025-11-23,1610612738,BOS,BOS vs. ORL,W,2025-26
