GAME_ID,GAME_DATE,TEAM_ID,TEAM_ABBREVIATION,MATCHUP,WL,SEASON
0022101197,2022-04-07,1610612761,TOR,TOR vs. PHI,W,2021-22
0022101200,2022-04-07,1610612740,NOP,NOP vs. POR,W,2021-22
0022101195,2022-04-06,1610612756,PHX,PHX @ LAC,L,2021-22
0022101193,2022-04-06,1610612741,CHI,CHI vs. BOS,L,2021-22
0022101194,2022-04-06,1610612760,OKC,OKC @ UTA,L,2021-22
0022101192,2022-04-06,1610612764,WAS,WAS @ ATL,L,2021-22
0022101191,2022-04-06,1610612751,BKN,BKN @ NYK,W,2021-22
0022101190,2022-04-06,1610612765,DET,DET vs. DAL,L,2021-22
0022101186,2022-04-05,1610612759,SAS,SAS @ DEN,W,2021-22
0022101181,2022-04-05,1610612748,MIA,MIA vs. CHA,W,2021-22
0022101183,2022-04-05,1610612741,CHI,CHI vs. MIL,L,2021-22
0022101185,2022-04-05,1610612760,OKC,OKC vs. POR,W,2021-22
0022101178,2022-04-05,1610612754,IND,IND vs. PHI,L,2021-22
0022101182,2022-04-05,1610612761,TOR,TOR vs. ATL,W,2021-22
0022101180,2022-04-05,1610612751,BKN,BKN vs. HOU,W,2021-22
0022101187,2022-04-05,1610612762,UTA,UTA vs. MEM,W,2021-22
0022101184,2022-04-05,1610612764,WAS,WAS @ MIN,W,2021-22
0022101188,2022-04-05,1610612740,NOP,NOP @ SAC,W,2021-22
0022101189,2022-04-05,1610612747,LAL,LAL @ PHX,L,2021-22
0022101179,2022-04-05,1610612739,CLE,CLE @ ORL,L,2021-22
0022101166,2022-04-03,1610612738,BOS,BOS vs. WAS,W,2021-22
0022101175,2022-04-03,1610612757,POR,POR @ SAS,L,2021-22
0022101172,2022-04-03,1610612761,TOR,TOR vs. MIA,L,2021-22
0022101173,2022-04-03,1610612745,HOU,HOU vs. MIN,L,2021-22
0022101170,2022-04-03,1610612755,PHI,PHI @ CLE,W,2021-22
0022101168,2022-04-03,1610612747,LAL,LAL vs. DEN,L,2021-22
0022101176,2022-04-03,1610612758,SAC,SAC vs. GSW,L,2021-22
0022101174,2022-04-03,1610612760,OKC,OKC vs. PHX,W,2021-22
0022101177,2022-04-03,1610612746,LAC,LAC vs. NOP,W,2021-22
0022101167,2022-04-03,1610612749,MIL,MIL vs. DAL,L,2021-22
0022101171,2022-04-03,1610612753,ORL,ORL vs. NYK,L,2021-22
0022101169,2022-04-03,1610612765,DET,DET @ IND,W,2021-22
0022101162,2022-04-02,1610612752,NYK,NYK vs. CLE,L,2021-22
0022101165,2022-04-02,1610612744,GSW,GSW vs. UTA,W,2021-22
0022101164,2022-04-02,1610612748,MIA,MIA @ CHI,W,2021-22
0022101161,2022-04-02,1610612755,PHI,PHI vs. CHA,W,2021-22
0022101163,2022-04-02,1610612737,ATL,ATL vs. BKN,W,2021-22
0022101153,2022-04-01,1610612738,BOS,BOS vs. IND,W,2021-22
0022101157,2022-04-01,1610612760,OKC,OKC vs. DET,L,2021-22
0022101152,2022-04-01,1610612742,DAL,DAL @ WAS,L,2021-22
0022101158,2022-04-01,1610612759,SAS,SAS vs. POR,W,2021-22
0022101155,2022-04-01,1610612756,PHX,PHX @ MEM,L,2021-22
0022101151,2022-04-01,1610612761,TOR,TOR @ ORL,W,2021-22
0022101159,2022-04-01,1610612750,MIN,MIN @ DEN,W,2021-22
0022101154,2022-04-01,1610612745,HOU,HOU vs. SAC,L,2021-22
0022101160,2022-04-01,1610612740,NOP,NOP @ LAL,W,2021-22
0022101156,2022-04-01,1610612746,LAC,LAC @ MIL,W,2021-22
0022101150,2022-03-31,1610612762,UTA,UTA vs. LAL,W,2021-22
0022101149,2022-03-31,1610612746,LAC,LAC @ CHI,L,2021-22
0022101148,2022-03-31,1610612749,MIL,MIL @ BKN,W,2021-22
0022100452,2022-03-31,1610612739,CLE,CLE @ ATL,L,2021-22
0022101147,2022-03-31,1610612755,PHI,PHI @ DET,L,2021-22
0022101139,2022-03-30,1610612748,MIA,MIA @ BOS,W,2021-22
0022101138,2022-03-30,1610612764,WAS,WAS vs. ORL,W,2021-22
0022101145,2022-03-30,1610612756,PHX,PHX @ GSW,W,2021-22
0022101146,2022-03-30,1610612757,POR,POR vs. NOP,L,2021-22
0022101137,2022-03-30,1610612743,DEN,DEN @ IND,W,2021-22
0022101143,2022-03-30,1610612737,ATL,ATL @ OKC,W,2021-22
0022101140,2022-03-30,1610612752,NYK,NYK vs. CHA,L,2021-22
0022101141,2022-03-30,1610612761,TOR,TOR vs. MIN,W,2021-22
0022101142,2022-03-30,1610612758,SAC,SAC @ HOU,W,2021-22
0022101136,2022-03-30,1610612739,CLE,CLE vs. DAL,L,2021-22
0022101144,2022-03-30,1610612759,SAS,SAS vs. MEM,L,2021-22
0022101133,2022-03-29,1610612751,BKN,BKN vs. DET,W,2021-22
0022101134,2022-03-29,1610612747,LAL,LAL @ DAL,L,2021-22
0022101131,2022-03-29,1610612749,MIL,MIL @ PHI,W,2021-22
0022101132,2022-03-29,1610612764,WAS,WAS vs. CHI,L,2021-22
0022101135,2022-03-29,1610612746,LAC,LAC vs. UTA,W,2021-22
0022101126,2022-03-28,1610612741,CHI,CHI @ NYK,L,2021-22
0022101125,2022-03-28,1610612758,SAC,SAC @ MIA,L,2021-22
0022101130,2022-03-28,1610612760,OKC,OKC @ POR,W,2021-22
0022101127,2022-03-28,1610612761,TOR,TOR vs. BOS,W,2021-22
0022101129,2022-03-28,1610612763,MEM,MEM vs. GSW,W,2021-22
0022101124,2022-03-28,1610612737,ATL,ATL @ IND,W,2021-22
0022101122,2022-03-28,1610612766,CHA,CHA vs. DEN,L,2021-22
0022101123,2022-03-28,1610612753,ORL,ORL @ CLE,L,2021-22
0022101128,2022-03-28,1610612745,HOU,HOU vs. SAS,L,2021-22
0022101121,2022-03-27,1610612742,DAL,DAL vs. UTA,W,2021-22
0022101119,2022-03-27,1610612740,NOP,NOP vs. LAL,W,2021-22
0022101118,2022-03-27,1610612755,PHI,PHI @ PHX,L,2021-22
0022101117,2022-03-27,1610612744,GSW,GSW @ WAS,L,2021-22
0022101116,2022-03-27,1610612750,MIN,MIN @ BOS,L,2021-22
0022101115,2022-03-27,1610612752,NYK,NYK @ DET,W,2021-22
0022101120,2022-03-27,1610612751,BKN,BKN vs. CHA,L,2021-22
0022101112,2022-03-26,1610612749,MIL,MIL @ MEM,L,2021-22
0022101113,2022-03-26,1610612743,DEN,DEN vs. OKC,W,2021-22
0022101114,2022-03-26,1610612757,POR,POR vs. HOU,L,2021-22
0022101111,2022-03-26,1610612751,BKN,BKN @ MIA,W,2021-22
0022101109,2022-03-26,1610612761,TOR,TOR vs. IND,W,2021-22
0022101107,2022-03-26,1610612740,NOP,NOP vs. SAS,L,2021-22
0022101110,2022-03-26,1610612741,CHI,CHI @ CLE,W,2021-22
0022101108,2022-03-26,1610612758,SAC,SAC @ ORL,W,2021-22
0022101100,2022-03-25,1610612766,CHA,CHA vs. UTA,W,2021-22
0022101106,2022-03-25,1610612746,LAC,LAC vs. PHI,L,2021-22
0022101103,2022-03-25,1610612748,MIA,MIA vs. NYK,L,2021-22
0022101102,2022-03-25,1610612737,ATL,ATL vs. GSW,W,2021-22
0022101101,2022-03-25,1610612764,WAS,WAS @ DET,W,2021-22
0022101104,2022-03-25,1610612750,MIN,MIN vs. DAL,W,2021-22
0022101105,2022-03-25,1610612745,HOU,HOU @ POR,W,2021-22
0022101098,2022-03-24,1610612740,NOP,NOP vs. CHI,W,2021-22
0022101097,2022-03-24,1610612749,MIL,MIL vs. WAS,W,2021-22
0022101095,2022-03-24,1610612761,TOR,TOR vs. CLE,W,2021-22
0022101096,2022-03-24,1610612763,MEM,MEM vs. IND,W,2021-22
0022101099,2022-03-24,1610612756,PHX,PHX @ DEN,W,2021-22
0022101089,2022-03-23,1610612763,MEM,MEM vs. BKN,W,2021-22
0022101091,2022-03-23,1610612760,OKC,OKC vs. ORL,W,2021-22
0022101084,2022-03-23,1610612766,CHA,CHA vs. NYK,L,2021-22
0022101085,2022-03-23,1610612765,DET,DET vs. ATL,W,2021-22
0022101092,2022-03-23,1610612742,DAL,DAL vs. HOU,W,2021-22
0022101094,2022-03-23,1610612759,SAS,SAS @ POR,W,2021-22
0022101088,2022-03-23,1610612744,GSW,GSW @ MIA,W,2021-22
0022101090,2022-03-23,1610612756,PHX,PHX @ MIN,W,2021-22
0022101086,2022-03-23,1610612754,IND,IND vs. SAC,L,2021-22
0022101087,2022-03-23,1610612762,UTA,UTA @ BOS,L,2021-22
0022101093,2022-03-23,1610612747,LAL,LAL vs. PHI,L,2021-22
0022101083,2022-03-22,1610612746,LAC,LAC @ DEN,L,2021-22
0022101081,2022-03-22,1610612752,NYK,NYK vs. ATL,L,2021-22
0022101080,2022-03-22,1610612753,ORL,ORL vs. GSW,W,2021-22
0022101082,2022-03-22,1610612741,CHI,CHI @ MIL,L,2021-22
0022101072,2022-03-21,1610612739,CLE,CLE vs. LAL,L,2021-22
0022101073,2022-03-21,1610612765,DET,DET vs. POR,L,2021-22
0022101079,2022-03-21,1610612742,DAL,DAL vs. MIN,W,2021-22
0022101076,2022-03-21,1610612741,CHI,CHI vs. TOR,W,2021-22
0022101077,2022-03-21,1610612745,HOU,HOU vs. WAS,W,2021-22
0022101078,2022-03-21,1610612738,BOS,BOS @ OKC,W,2021-22
0022101071,2022-03-21,1610612766,CHA,CHA vs. NOP,W,2021-22
0022101075,2022-03-21,1610612751,BKN,BKN vs. UTA,W,2021-22
0022101074,2022-03-21,1610612755,PHI,PHI vs. MIA,W,2021-22
0022101062,2022-03-20,1610612757,POR,POR @ IND,L,2021-22
0022101068,2022-03-20,1610612738,BOS,BOS @ DEN,W,2021-22
0022101069,2022-03-20,1610612755,PHI,PHI vs. TOR,L,2021-22
0022101066,2022-03-20,1610612756,PHX,PHX @ SAC,W,2021-22
0022101065,2022-03-20,1610612753,ORL,ORL vs. OKC,W,2021-22
0022101067,2022-03-20,1610612762,UTA,UTA @ NYK,W,2021-22
0022101063,2022-03-20,1610612745,HOU,HOU vs. MEM,L,2021-22
0022101064,2022-03-20,1610612737,ATL,ATL vs. NOP,L,2021-22
0022101070,2022-03-20,1610612759,SAS,SAS @ GSW,W,2021-22
0022101058,2022-03-19,1610612749,MIL,MIL @ MIN,L,2021-22
0022101059,2022-03-19,1610612742,DAL,DAL @ CHA,L,2021-22
0022101061,2022-03-19,1610612764,WAS,WAS vs. LAL,W,2021-22
0022101060,2022-03-19,1610612765,DET,DET @ CLE,L,2021-22
0022101055,2022-03-18,1610612762,UTA,UTA vs. LAC,W,2021-22
0022101047,2022-03-18,1610612763,MEM,MEM @ ATL,L,2021-22
0022101050,2022-03-18,1610612752,NYK,NYK vs. WAS,W,2021-22
0022101053,2022-03-18,1610612754,IND,IND @ HOU,W,2021-22
0022101052,2022-03-18,1610612748,MIA,MIA vs. OKC,W,2021-22
0022101057,2022-03-18,1610612758,SAC,SAC vs. BOS,L,2021-22
0022101056,2022-03-18,1610612756,PHX,PHX vs. CHI,W,2021-22
0022101049,2022-03-18,1610612743,DEN,DEN @ CLE,L,2021-22
0022101048,2022-03-18,1610612751,BKN,BKN vs. POR,W,2021-22
0022101046,2022-03-18,1610612742,DAL,DAL @ PHI,L,2021-22
0022101054,2022-03-18,1610612740,NOP,NOP @ SAS,W,2021-22
0022101051,2022-03-18,1610612747,LAL,LAL @ TOR,W,2021-22
0022101045,2022-03-17,1610612753,ORL,ORL vs. DET,L,2021-22
0022101043,2022-03-16,1610612749,MIL,MIL @ SAC,W,2021-22
0022101044,2022-03-16,1610612746,LAC,LAC vs. TOR,L,2021-22
0022101036,2022-03-16,1610612742,DAL,DAL @ BKN,W,2021-22
0022101039,2022-03-16,1610612750,MIN,MIN vs. LAL,W,2021-22
0022101040,2022-03-16,1610612759,SAS,SAS vs. OKC,W,2021-22
0022101042,2022-03-16,1610612738,BOS,BOS @ GSW,W,2021-22
0022101038,2022-03-16,1610612745,HOU,HOU vs. PHX,L,2021-22
0022101037,2022-03-16,1610612752,NYK,NYK vs. POR,W,2021-22
0022101035,2022-03-16,1610612743,DEN,DEN @ WAS,W,2021-22
0022101041,2022-03-16,1610612741,CHI,CHI @ UTA,L,2021-22
0022101034,2022-03-16,1610612739,CLE,CLE vs. PHI,L,2021-22
0022101033,2022-03-16,1610612737,ATL,ATL @ CHA,L,2021-22
0022101030,2022-03-15,1610612753,ORL,ORL vs. BKN,L,2021-22
0022101031,2022-03-15,1610612748,MIA,MIA vs. DET,W,2021-22
0022101029,2022-03-15,1610612763,MEM,MEM @ IND,W,2021-22
0022101032,2022-03-15,1610612740,NOP,NOP vs. PHX,L,2021-22
0022101020,2022-03-14,1610612746,LAC,LAC @ CLE,L,2021-22
0022101023,2022-03-14,1610612766,CHA,CHA @ OKC,W,2021-22
0022101028,2022-03-14,1610612747,LAL,LAL vs. TOR,L,2021-22
0022101027,2022-03-14,1610612762,UTA,UTA vs. MIL,L,2021-22
0022101024,2022-03-14,1610612750,MIN,MIN @ SAS,W,2021-22
0022101021,2022-03-14,1610612757,POR,POR @ ATL,L,2021-22
0022101025,2022-03-14,1610612744,GSW,GSW vs. WAS,W,2021-22
0022101022,2022-03-14,1610612743,DEN,DEN @ PHI,W,2021-22
0022101026,2022-03-14,1610612741,CHI,CHI @ SAC,L,2021-22
0022101012,2022-03-13,1610612752,NYK,NYK @ BKN,L,2021-22
0022101016,2022-03-13,1610612754,IND,IND @ ATL,L,2021-22
0022101018,2022-03-13,1610612760,OKC,OKC vs. MEM,L,2021-22
0022101014,2022-03-13,1610612738,BOS,BOS vs. DAL,L,2021-22
0022101015,2022-03-13,1610612755,PHI,PHI @ ORL,W,2021-22
0022101017,2022-03-13,1610612745,HOU,HOU @ NOP,L,2021-22
0022101019,2022-03-13,1610612747,LAL,LAL @ PHX,L,2021-22
0022101013,2022-03-13,1610612746,LAC,LAC @ DET,W,2021-22
0022101008,2022-03-12,1610612749,MIL,MIL @ GSW,L,2021-22
0022101006,2022-03-12,1610612741,CHI,CHI vs. CLE,W,2021-22
0022101005,2022-03-12,1610612750,MIN,MIN @ MIA,W,2021-22
0022101010,2022-03-12,1610612762,UTA,UTA vs. SAC,W,2021-22
0022101011,2022-03-12,1610612757,POR,POR vs. WAS,W,2021-22
0022101009,2022-03-12,1610612761,TOR,TOR @ DEN,W,2021-22
0022101007,2022-03-12,1610612754,IND,IND @ SAS,W,2021-22
0022100998,2022-03-11,1610612748,MIA,MIA vs. CLE,W,2021-22
0022100995,2022-03-11,1610612750,MIN,MIN @ ORL,L,2021-22
0022101003,2022-03-11,1610612761,TOR,TOR @ PHX,W,2021-22
0022101004,2022-03-11,1610612747,LAL,LAL vs. WAS,W,2021-22
0022101000,2022-03-11,1610612763,MEM,MEM vs. NYK,W,2021-22
0022101001,2022-03-11,1610612740,NOP,NOP vs. CHA,L,2021-22
0022100999,2022-03-11,1610612742,DAL,DAL @ HOU,W,2021-22
0022101002,2022-03-11,1610612762,UTA,UTA @ SAS,L,2021-22
0022100997,2022-03-11,1610612738,BOS,BOS vs. DET,W,2021-22
0022100996,2022-03-11,1610612746,LAC,LAC @ ATL,L,2021-22
0022100993,2022-03-10,1610612755,PHI,PHI vs. BKN,L,2021-22
0022100994,2022-03-10,1610612743,DEN,DEN vs. GSW,L,2021-22
0022100981,2022-03-09,1610612766,CHA,CHA vs. BOS,L,2021-22
0022100982,2022-03-09,1610612765,DET,DET vs. CHI,L,2021-22
0022100987,2022-03-09,1610612753,ORL,ORL @ NOP,W,2021-22
0022100991,2022-03-09,1610612743,DEN,DEN @ SAC,W,2021-22
0022100983,2022-03-09,1610612748,MIA,MIA vs. PHX,L,2021-22
0022100988,2022-03-09,1610612742,DAL,DAL vs. NYK,L,2021-22
0022100989,2022-03-09,1610612759,SAS,SAS vs. TOR,L,2021-22
0022100992,2022-03-09,1610612746,LAC,LAC vs. WAS,W,2021-22
0022100985,2022-03-09,1610612745,HOU,HOU vs. LAL,W,2021-22
0022100990,2022-03-09,1610612757,POR,POR @ UTA,L,2021-22
0022100986,2022-03-09,1610612760,OKC,OKC @ MIN,L,2021-22
0022100984,2022-03-09,1610612749,MIL,MIL vs. ATL,W,2021-22
0022100977,2022-03-08,1610612756,PHX,PHX @ ORL,W,2021-22
0022100978,2022-03-08,1610612740,NOP,NOP @ MEM,L,2021-22
0022100975,2022-03-08,1610612751,BKN,BKN @ CHA,W,2021-22
0022100979,2022-03-08,1610612760,OKC,OKC vs. MIL,L,2021-22
0022100976,2022-03-08,1610612754,IND,IND vs. CLE,L,2021-22
0022100980,2022-03-08,1610612744,GSW,GSW vs. LAC,W,2021-22
0022100970,2022-03-07,1610612748,MIA,MIA vs. HOU,W,2021-22
0022100972,2022-03-07,1610612742,DAL,DAL vs. UTA,W,2021-22
0022100528,2022-03-07,1610612743,DEN,DEN vs. GSW,W,2021-22
0022100969,2022-03-07,1610612755,PHI,PHI vs. CHI,W,2021-22
0022100973,2022-03-07,1610612759,SAS,SAS vs. LAL,W,2021-22
0022100968,2022-03-07,1610612737,ATL,ATL @ DET,L,2021-22
0022100971,2022-03-07,1610612757,POR,POR @ MIN,L,2021-22
0022100974,2022-03-07,1610612752,NYK,NYK @ SAC,W,2021-22
0022100964,2022-03-06,1610612763,MEM,MEM @ HOU,L,2021-22
0022100961,2022-03-06,1610612756,PHX,PHX @ MIL,L,2021-22
0022100967,2022-03-06,1610612740,NOP,NOP @ DEN,L,2021-22
0022100962,2022-03-06,1610612739,CLE,CLE vs. TOR,W,2021-22
0022100960,2022-03-06,1610612751,BKN,BKN @ BOS,L,2021-22
0022100963,2022-03-06,1610612764,WAS,WAS vs. IND,W,2021-22
0022100965,2022-03-06,1610612760,OKC,OKC vs. UTA,L,2021-22
0022100966,2022-03-06,1610612746,LAC,LAC vs. NYK,L,2021-22
0022100956,2022-03-05,1610612748,MIA,MIA vs. PHI,W,2021-22
0022100959,2022-03-05,1610612744,GSW,GSW @ LAL,L,2021-22
0022100955,2022-03-05,1610612759,SAS,SAS @ CHA,L,2021-22
0022100958,2022-03-05,1610612757,POR,POR @ MIN,L,2021-22
0022100957,2022-03-05,1610612753,ORL,ORL @ MEM,L,2021-22
0022100954,2022-03-05,1610612742,DAL,DAL vs. SAC,W,2021-22
0022100946,2022-03-04,1610612765,DET,DET vs. IND,W,2021-22
0022100951,2022-03-04,1610612760,OKC,OKC vs. MIN,L,2021-22
0022100949,2022-03-04,1610612749,MIL,MIL @ CHI,W,2021-22
0022100458,2022-03-04,1610612753,ORL,ORL @ TOR,W,2021-22
0022100947,2022-03-04,1610612739,CLE,CLE @ PHI,L,2021-22
0022100953,2022-03-04,1610612756,PHX,PHX vs. NYK,W,2021-22
0022100948,2022-03-04,1610612737,ATL,ATL @ WAS,W,2021-22
0022100950,2022-03-04,1610612762,UTA,UTA @ NOP,L,2021-22
0022100952,2022-03-04,1610612743,DEN,DEN vs. HOU,W,2021-22
0022100945,2022-03-03,1610612746,LAC,LAC vs. LAL,W,2021-22
0022100710,2022-03-03,1610612741,CHI,CHI @ ATL,L,2021-22
0022100944,2022-03-03,1610612758,SAC,SAC @ SAS,W,2021-22
0022100943,2022-03-03,1610612744,GSW,GSW @ DAL,L,2021-22
0022100941,2022-03-03,1610612751,BKN,BKN vs. MIA,L,2021-22
0022100940,2022-03-03,1610612763,MEM,MEM @ BOS,L,2021-22
0022100942,2022-03-03,1610612765,DET,DET @ TOR,W,2021-22
0022100937,2022-03-02,1610612758,SAC,SAC @ NOP,L,2021-22
0022100936,2022-03-02,1610612749,MIL,MIL vs. MIA,W,2021-22
0022100934,2022-03-02,1610612752,NYK,NYK @ PHI,L,2021-22
0022100938,2022-03-02,1610612743,DEN,DEN vs. OKC,L,2021-22
0022100939,2022-03-02,1610612756,PHX,PHX vs. POR,W,2021-22
0022100932,2022-03-02,1610612739,CLE,CLE vs. CHA,L,2021-22
0022100935,2022-03-02,1610612762,UTA,UTA @ HOU,W,2021-22
0022100933,2022-03-02,1610612754,IND,IND @ ORL,W,2021-22
0022100930,2022-03-01,1610612750,MIN,MIN vs. GSW,W,2021-22
0022100926,2022-03-01,1610612764,WAS,WAS vs. DET,W,2021-22
0022100931,2022-03-01,1610612747,LAL,LAL vs. DAL,L,2021-22
0022100929,2022-03-01,1610612746,LAC,LAC @ HOU,W,2021-22
0022100927,2022-03-01,1610612738,BOS,BOS vs. ATL,W,2021-22
0022100928,2022-03-01,1610612751,BKN,BKN @ TOR,L,2021-22
0022100726,2022-02-28,1610612761,TOR,TOR @ BKN,W,2021-22
0022100920,2022-02-28,1610612750,MIN,MIN @ CLE,W,2021-22
0022100924,2022-02-28,1610612749,MIL,MIL vs. CHA,W,2021-22
0022100923,2022-02-28,1610612759,SAS,SAS @ MEM,L,2021-22
0022100921,2022-02-28,1610612754,IND,IND @ ORL,L,2021-22
0022100922,2022-02-28,1610612748,MIA,MIA vs. CHI,W,2021-22
0022100925,2022-02-28,1610612758,SAC,SAC @ OKC,W,2021-22
0022100918,2022-02-27,1610612743,DEN,DEN @ POR,W,2021-22
0022100919,2022-02-27,1610612740,NOP,NOP @ LAL,W,2021-22
0022100912,2022-02-27,1610612752,NYK,NYK vs. PHI,L,2021-22
0022100913,2022-02-27,1610612762,UTA,UTA @ PHX,W,2021-22
0022100917,2022-02-27,1610612744,GSW,GSW vs. DAL,L,2021-22
0022100915,2022-02-27,1610612765,DET,DET @ CHA,W,2021-22
0022100916,2022-02-27,1610612745,HOU,HOU vs. LAC,L,2021-22
0022100914,2022-02-27,1610612738,BOS,BOS @ IND,L,2021-22
0022100907,2022-02-26,1610612739,CLE,CLE vs. WAS,W,2021-22
0022100905,2022-02-26,1610612765,DET,DET vs. BOS,L,2021-22
0022100908,2022-02-26,1610612759,SAS,SAS @ MIA,L,2021-22
0022100910,2022-02-26,1610612751,BKN,BKN @ MIL,W,2021-22
0022100906,2022-02-26,1610612761,TOR,TOR @ ATL,L,2021-22
0022100911,2022-02-26,1610612743,DEN,DEN vs. SAC,W,2021-22
0022100909,2022-02-26,1610612763,MEM,MEM @ CHI,W,2021-22
0022100901,2022-02-25,1610612750,MIN,MIN vs. PHI,L,2021-22
0022100897,2022-02-25,1610612754,IND,IND vs. OKC,L,2021-22
0022100903,2022-02-25,1610612742,DAL,DAL @ UTA,L,2021-22
0022100902,2022-02-25,1610612740,NOP,NOP @ PHX,W,2021-22
0022100904,2022-02-25,1610612746,LAC,LAC @ LAL,W,2021-22
0022100896,2022-02-25,1610612761,TOR,TOR @ CHA,L,2021-22
0022100900,2022-02-25,1610612748,MIA,MIA @ NYK,W,2021-22
0022100899,2022-02-25,1610612759,SAS,SAS @ WAS,W,2021-22
0022100898,2022-02-25,1610612753,ORL,ORL vs. HOU,W,2021-22
0022100890,2022-02-24,1610612738,BOS,BOS @ BKN,W,2021-22
0022100895,2022-02-24,1610612743,DEN,DEN @ SAC,W,2021-22
0022100889,2022-02-24,1610612739,CLE,CLE @ DET,L,2021-22
0022100893,2022-02-24,1610612756,PHX,PHX @ OKC,W,2021-22
0022100891,2022-02-24,1610612741,CHI,CHI vs. ATL,W,2021-22
0022100892,2022-02-24,1610612763,MEM,MEM @ MIN,L,2021-22
0022100894,2022-02-24,1610612757,POR,POR vs. GSW,L,2021-22
0022100886,2022-02-17,1610612740,NOP,NOP vs. DAL,L,2021-22
0022100888,2022-02-17,1610612746,LAC,LAC vs. HOU,W,2021-22
0022100887,2022-02-17,1610612755,PHI,PHI @ MIL,W,2021-22
0022100885,2022-02-17,1610612748,MIA,MIA @ CHA,W,2021-22
0022100464,2022-02-17,1610612764,WAS,WAS @ BKN,W,2021-22
0022100875,2022-02-16,1610612765,DET,DET @ BOS,W,2021-22
0022100880,2022-02-16,1610612761,TOR,TOR @ MIN,W,2021-22
0022100883,2022-02-16,1610612744,GSW,GSW vs. DEN,L,2021-22
0022100882,2022-02-16,1610612756,PHX,PHX vs. HOU,W,2021-22
0022100876,2022-02-16,1610612764,WAS,WAS @ IND,L,2021-22
0022100879,2022-02-16,1610612757,POR,POR @ MEM,W,2021-22
0022100878,2022-02-16,1610612758,SAC,SAC @ CHI,L,2021-22
0022100877,2022-02-16,1610612751,BKN,BKN @ NYK,W,2021-22
0022100881,2022-02-16,1610612759,SAS,SAS @ OKC,W,2021-22
0022100884,2022-02-16,1610612762,UTA,UTA @ LAL,L,2021-22
0022100874,2022-02-16,1610612737,ATL,ATL @ ORL,W,2021-22
0022100870,2022-02-15,1610612754,IND,IND @ MIL,L,2021-22
0022100872,2022-02-15,1610612740,NOP,NOP vs. MEM,L,2021-22
0022100871,2022-02-15,1610612766,CHA,CHA @ MIN,L,2021-22
0022100867,2022-02-15,1610612739,CLE,CLE @ ATL,L,2021-22
0022100873,2022-02-15,1610612746,LAC,LAC @ PHX,L,2021-22
0022100869,2022-02-15,1610612738,BOS,BOS @ PHI,W,2021-22
0022100868,2022-02-15,1610612742,DAL,DAL @ MIA,W,2021-22
0022100866,2022-02-14,1610612744,GSW,GSW @ LAC,L,2021-22
0022100864,2022-02-14,1610612753,ORL,ORL @ DEN,L,2021-22
0022100861,2022-02-14,1610612741,CHI,CHI vs. SAS,W,2021-22
