gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
0022400571,1610612746,LA,Clippers,LAC,clippers,240:00,649.5,129.9,349.0,69.8,300.5,60.1,0.605,1.63,19.7,0.25,0.698,0.535,16.495,16.5,0.62,0.683,1.0,0.962,19.3,96.5,80.42,97.0,0.888
0022400571,1610612751,Brooklyn,Nets,BKN,nets,240:00,349.0,69.8,649.5,129.9,-300.5,-60.1,0.6,0.68,11.5,0.302,0.75,0.465,22.917,22.9,0.331,0.361,1.0,0.974,19.3,96.5,80.42,96.0,0.112
0022400570,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,615.8,123.2,568.4,113.7,47.4,9.5,0.702,4.71,23.9,0.222,0.829,0.488,7.368,7.4,0.594,0.608,1.0,0.971,19.0,95.0,79.17,95.0,0.548
0022400570,1610612748,Miami,Heat,MIA,heat,240:00,568.4,113.7,615.8,123.2,-47.4,-9.5,0.641,1.25,19.8,0.171,0.778,0.513,21.053,21.1,0.644,0.678,1.0,0.97,19.0,95.0,79.17,95.0,0.452
0022400561,1610612755,Philadelphia,76ers,PHI,sixers,265:00,613.4,122.7,637.8,127.6,-24.4,-4.9,0.587,2.25,19.6,0.304,0.581,0.438,12.371,12.4,0.571,0.606,1.0,0.982,17.66,88.3,73.58,97.0,0.462
0022400561,1610612752,New York,Knicks,NYK,knicks,265:00,637.8,127.6,613.4,122.7,24.4,4.9,0.609,1.75,19.6,0.419,0.696,0.562,16.327,16.3,0.628,0.647,1.0,0.957,17.66,88.3,73.58,98.0,0.538
0022400567,1610612759,San Antonio,Spurs,SAS,spurs,240:00,558.3,111.7,620.2,124.0,-61.9,-12.4,0.55,2.0,16.4,0.192,0.696,0.454,10.68,10.7,0.539,0.57,1.0,1.0,20.7,103.5,86.25,103.0,0.449
0022400567,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,620.2,124.0,558.3,111.7,61.9,12.4,0.549,3.5,18.9,0.304,0.808,0.546,7.692,7.7,0.573,0.584,1.0,0.983,20.7,103.5,86.25,104.0,0.551
0022400568,1610612743,Denver,Nuggets,DEN,nuggets,240:00,574.5,114.9,688.2,137.6,-113.7,-22.7,0.55,1.1,17.1,0.325,0.574,0.46,21.277,21.3,0.627,0.641,1.0,0.953,18.7,93.5,77.92,94.0,0.417
0022400568,1610612745,Houston,Rockets,HOU,rockets,240:00,688.2,137.6,574.5,114.9,113.7,22.7,0.571,2.55,19.9,0.426,0.675,0.54,11.828,11.8,0.612,0.631,1.0,0.965,18.7,93.5,77.92,93.0,0.583
0022400569,1610612762,Utah,Jazz,UTA,jazz,240:00,554.5,110.9,579.2,115.8,-24.8,-5.0,0.698,2.5,21.3,0.226,0.698,0.438,11.881,11.9,0.548,0.557,1.0,0.982,20.2,101.0,84.17,101.0,0.454
0022400569,1610612766,Charlotte,Hornets,CHA,hornets,240:00,579.2,115.8,554.5,110.9,24.8,5.0,0.6,1.5,19.3,0.302,0.774,0.563,17.822,17.8,0.6,0.621,1.0,0.991,20.2,101.0,84.17,101.0,0.546
0022400564,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,581.0,116.2,442.9,88.6,138.1,27.6,0.533,1.14,17.9,0.167,0.788,0.594,20.0,20.0,0.674,0.698,1.0,0.982,21.0,105.0,87.5,105.0,0.711
0022400564,1610612753,Orlando,Magic,ORL,magic,240:00,442.9,88.6,581.0,116.2,-138.1,-27.6,0.727,1.85,16.9,0.212,0.833,0.406,12.381,12.4,0.411,0.446,1.0,0.992,21.0,105.0,87.5,105.0,0.289
0022400563,1610612741,Chicago,Bulls,CHI,bulls,240:00,443.4,88.7,528.8,105.8,-85.4,-17.1,0.59,1.15,16.5,0.204,0.746,0.509,18.868,18.9,0.477,0.509,1.0,0.966,21.0,105.0,87.5,106.0,0.464
0022400563,1610612737,Atlanta,Hawks,ATL,hawks,240:00,528.8,105.8,443.4,88.7,85.4,17.1,0.683,2.55,18.9,0.254,0.796,0.491,10.577,10.6,0.475,0.501,1.0,0.983,21.0,105.0,87.5,104.0,0.536
0022400565,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,638.9,127.8,637.4,127.5,1.5,0.3,0.553,2.33,16.2,0.352,0.614,0.469,10.0,10.0,0.541,0.582,1.0,0.991,18.1,90.5,75.42,90.0,0.473
0022400565,1610612744,Golden State,Warriors,GSW,warriors,240:00,637.4,127.5,638.9,127.8,-1.5,-0.3,0.65,2.0,19.4,0.386,0.648,0.531,14.286,14.3,0.598,0.636,1.0,0.963,18.1,90.5,75.42,91.0,0.527
0022400562,1610612761,Toronto,Raptors,TOR,raptors,240:00,585.1,117.0,516.0,103.2,69.1,13.8,0.778,3.18,24.3,0.319,0.729,0.547,11.702,11.7,0.567,0.575,1.0,0.972,18.8,94.0,78.33,94.0,0.6
0022400562,1610612738,Boston,Celtics,BOS,celtics,240:00,516.0,103.2,585.1,117.0,-69.1,-13.8,0.667,2.67,17.9,0.271,0.681,0.453,9.574,9.6,0.484,0.49,1.0,0.982,18.8,94.0,78.33,94.0,0.4
0022400560,1610612757,Portland,Trail Blazers,POR,blazers,240:00,575.8,115.2,653.5,130.7,-77.7,-15.5,0.513,1.18,15.0,0.286,0.651,0.457,17.172,17.2,0.552,0.59,1.0,1.0,20.0,100.0,83.33,99.0,0.39
0022400560,1610612751,Brooklyn,Nets,BKN,nets,240:00,653.5,130.7,575.8,115.2,77.7,15.5,0.735,2.77,24.0,0.349,0.714,0.543,12.871,12.9,0.65,0.674,1.0,0.965,20.0,100.0,83.33,101.0,0.61
0022400559,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,495.0,99.0,596.0,119.2,-101.0,-20.2,0.711,2.25,19.1,0.255,0.61,0.406,12.0,12.0,0.472,0.497,1.0,0.974,19.9,99.5,82.92,100.0,0.398
0022400559,1610612743,Denver,Nuggets,DEN,nuggets,240:00,596.0,119.2,495.0,99.0,101.0,20.2,0.651,1.4,19.6,0.39,0.745,0.594,20.202,20.2,0.596,0.637,1.0,0.974,19.9,99.5,82.92,99.0,0.602
0022400556,1610612737,Atlanta,Hawks,ATL,hawks,240:00,592.2,118.4,573.5,114.7,18.7,3.7,0.512,1.57,14.9,0.404,0.818,0.584,13.592,13.6,0.526,0.557,1.0,0.96,20.5,102.5,85.42,103.0,0.48
0022400556,1610612756,Phoenix,Suns,PHX,suns,240:00,573.5,114.7,592.2,118.4,-18.7,-3.7,0.651,2.15,20.3,0.182,0.596,0.416,12.745,12.7,0.589,0.61,1.0,0.982,20.5,102.5,85.42,102.0,0.52
0022400558,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,643.6,128.7,575.0,115.0,68.6,13.7,0.653,3.56,21.5,0.321,0.759,0.542,8.911,8.9,0.581,0.608,1.0,0.966,20.1,100.5,83.75,101.0,0.552
0022400558,1610612758,Sacramento,Kings,SAC,kings,240:00,575.0,115.0,643.6,128.7,-68.6,-13.7,0.595,2.78,18.2,0.241,0.679,0.458,9.0,9.0,0.532,0.559,1.0,1.0,20.1,100.5,83.75,100.0,0.448
0022400554,1610612754,Indiana,Pacers,IND,pacers,240:00,579.2,115.8,622.5,124.5,-43.3,-8.7,0.682,2.14,20.7,0.286,0.638,0.458,13.861,13.9,0.549,0.581,1.0,0.965,20.3,101.5,84.58,101.0,0.469
0022400554,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,622.5,124.5,579.2,115.8,43.3,8.7,0.581,1.67,17.4,0.362,0.714,0.542,14.706,14.7,0.567,0.619,1.0,0.966,20.3,101.5,84.58,102.0,0.531
0022400555,1610612755,Philadelphia,76ers,PHI,sixers,240:00,515.2,103.0,602.0,120.4,-86.9,-17.4,0.622,1.05,16.7,0.34,0.722,0.5,22.222,22.2,0.518,0.55,1.0,0.983,19.7,98.5,82.08,99.0,0.384
0022400555,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,602.0,120.4,515.2,103.0,86.9,17.4,0.711,1.78,22.9,0.278,0.66,0.5,18.367,18.4,0.63,0.664,1.0,0.981,19.7,98.5,82.08,98.0,0.616
0022400557,1610612741,Chicago,Bulls,CHI,bulls,240:00,553.9,110.8,595.0,119.0,-41.1,-8.2,0.689,2.07,19.9,0.39,0.724,0.556,14.706,14.7,0.51,0.527,1.0,0.968,20.2,101.0,84.17,102.0,0.472
0022400557,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,595.0,119.0,553.9,110.8,41.1,8.2,0.762,3.2,21.6,0.276,0.61,0.444,10.0,10.0,0.51,0.554,1.0,1.0,20.2,101.0,84.17,100.0,0.528
0022400548,1610612764,Washington,Wizards,WAS,wizards,240:00,530.0,106.0,594.1,118.8,-64.1,-12.8,0.675,2.45,19.7,0.185,0.591,0.367,11.0,11.0,0.533,0.543,1.0,0.991,20.1,100.5,83.75,100.0,0.445
0022400548,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,594.1,118.8,530.0,106.0,64.1,12.8,0.488,1.05,14.4,0.409,0.815,0.633,18.812,18.8,0.578,0.621,1.0,0.966,20.1,100.5,83.75,101.0,0.555
0022400552,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,531.3,106.3,656.3,131.3,-125.0,-25.0,0.615,1.26,17.3,0.373,0.643,0.495,19.792,19.8,0.529,0.542,1.0,0.983,19.2,96.0,80.0,96.0,0.365
0022400552,1610612759,San Antonio,Spurs,SAS,spurs,240:00,656.3,131.3,531.3,106.3,125.0,25.0,0.625,2.73,21.3,0.357,0.627,0.505,11.458,11.5,0.606,0.638,1.0,0.982,19.2,96.0,80.0,96.0,0.635
0022400553,1610612746,LA,Clippers,LAC,clippers,240:00,545.0,109.0,490.0,98.0,55.0,11.0,0.622,2.33,20.4,0.18,0.808,0.5,12.0,12.0,0.554,0.56,1.0,0.991,20.0,100.0,83.33,100.0,0.556
0022400553,1610612748,Miami,Heat,MIA,heat,240:00,490.0,98.0,545.0,109.0,-55.0,-11.0,0.667,1.38,16.7,0.192,0.82,0.5,16.0,16.0,0.488,0.527,1.0,0.973,20.0,100.0,83.33,100.0,0.444
0022400549,1610612752,New York,Knicks,NYK,knicks,240:00,595.0,119.0,620.0,124.0,-25.0,-5.0,0.65,1.44,18.7,0.31,0.696,0.511,18.0,18.0,0.594,0.641,1.0,0.973,20.0,100.0,83.33,100.0,0.496
0022400549,1610612765,Detroit,Pistons,DET,pistons,240:00,620.0,124.0,595.0,119.0,25.0,5.0,0.435,1.54,14.9,0.304,0.69,0.489,13.0,13.0,0.582,0.62,1.0,0.965,20.0,100.0,83.33,100.0,0.504
0022400551,1610612745,Houston,Rockets,HOU,rockets,240:00,606.1,121.2,590.0,118.0,16.1,3.2,0.683,1.22,19.2,0.432,0.651,0.54,23.232,23.2,0.605,0.634,1.0,0.983,19.9,99.5,82.92,99.0,0.552
0022400551,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,590.0,118.0,606.1,121.2,-16.1,-3.2,0.333,0.83,11.7,0.349,0.568,0.46,18.0,18.0,0.619,0.633,1.0,0.982,19.9,99.5,82.92,100.0,0.448
0022400550,1610612761,Toronto,Raptors,TOR,raptors,240:00,553.2,110.6,537.2,107.4,16.0,3.2,0.683,1.87,20.3,0.327,0.625,0.486,15.957,16.0,0.547,0.562,1.0,0.973,18.8,94.0,78.33,94.0,0.518
0022400550,1610612744,Golden State,Warriors,GSW,warriors,240:00,537.2,107.4,553.2,110.6,-16.0,-3.2,0.657,1.53,16.7,0.375,0.673,0.514,15.957,16.0,0.489,0.517,1.0,0.974,18.8,94.0,78.33,94.0,0.482
0022400544,1610612753,Orlando,Magic,ORL,magic,240:00,565.2,113.0,538.0,107.6,27.2,5.4,0.59,1.35,17.2,0.413,0.775,0.581,18.478,18.5,0.531,0.563,1.0,0.973,18.4,92.0,76.67,92.0,0.541
0022400544,1610612755,Philadelphia,76ers,PHI,sixers,240:00,538.0,107.6,565.2,113.0,-27.2,-5.4,0.515,0.94,14.5,0.225,0.587,0.419,19.565,19.6,0.542,0.606,1.0,0.97,18.4,92.0,76.67,92.0,0.459
0022400547,1610612756,Phoenix,Suns,PHX,suns,240:00,594.1,118.8,570.7,114.1,23.4,4.7,0.738,2.58,22.0,0.213,0.66,0.45,11.881,11.9,0.58,0.621,1.0,0.973,20.0,100.0,83.33,101.0,0.53
0022400547,1610612766,Charlotte,Hornets,CHA,hornets,240:00,570.7,114.1,594.1,118.8,-23.4,-4.7,0.732,1.88,20.4,0.34,0.787,0.55,16.162,16.2,0.527,0.561,1.0,1.0,20.0,100.0,83.33,99.0,0.47
0022400539,1610612752,New York,Knicks,NYK,knicks,240:00,700.0,140.0,535.4,107.1,164.6,32.9,0.569,2.42,20.6,0.308,0.709,0.543,12.0,12.0,0.682,0.71,1.0,0.964,19.9,99.5,82.92,100.0,0.667
0022400539,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,535.4,107.1,700.0,140.0,-164.6,-32.9,0.512,1.57,16.1,0.291,0.692,0.457,14.141,14.1,0.511,0.522,1.0,0.991,19.9,99.5,82.92,99.0,0.333
0022400543,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,474.5,94.9,545.5,109.1,-71.0,-14.2,0.727,1.85,18.8,0.135,0.741,0.443,13.265,13.3,0.464,0.511,1.0,1.0,19.7,98.5,82.08,98.0,0.43
0022400543,1610612754,Indiana,Pacers,IND,pacers,240:00,545.5,109.1,474.5,94.9,71.0,14.2,0.698,2.5,21.3,0.259,0.865,0.557,12.121,12.1,0.527,0.54,1.0,0.973,19.7,98.5,82.08,99.0,0.57
0022400540,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,526.0,105.2,577.3,115.5,-51.3,-10.3,0.771,2.25,19.9,0.245,0.577,0.41,12.5,12.5,0.482,0.526,1.0,0.991,19.3,96.5,80.42,96.0,0.445
0022400540,1610612743,Denver,Nuggets,DEN,nuggets,240:00,577.3,115.5,526.0,105.2,51.3,10.3,0.5,1.64,16.2,0.423,0.755,0.59,14.433,14.4,0.527,0.545,1.0,0.966,19.3,96.5,80.42,97.0,0.555
0022400545,1610612764,Washington,Wizards,WAS,wizards,240:00,448.1,89.6,641.5,128.3,-193.4,-38.7,0.714,1.11,14.5,0.211,0.615,0.404,16.981,17.0,0.392,0.487,1.0,0.966,21.2,106.0,88.33,106.0,0.305
0022400545,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,641.5,128.3,448.1,89.6,193.4,38.7,0.578,2.0,17.1,0.385,0.789,0.596,12.264,12.3,0.542,0.616,1.0,0.984,21.2,106.0,88.33,106.0,0.695
0022400542,1610612738,Boston,Celtics,BOS,celtics,240:00,594.1,118.8,589.1,117.8,5.0,1.0,0.523,1.92,15.8,0.383,0.837,0.587,11.881,11.9,0.5,0.54,1.0,0.984,20.2,101.0,84.17,101.0,0.486
0022400542,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,589.1,117.8,594.1,118.8,-5.0,-1.0,0.6,2.4,18.2,0.163,0.617,0.413,9.901,9.9,0.564,0.611,1.0,0.981,20.2,101.0,84.17,101.0,0.514
0022400541,1610612741,Chicago,Bulls,CHI,bulls,240:00,583.3,116.7,613.9,122.8,-30.5,-6.1,0.605,3.25,18.8,0.189,0.769,0.476,7.843,7.8,0.559,0.584,1.0,0.964,20.3,101.5,84.58,102.0,0.449
0022400541,1610612758,Sacramento,Kings,SAC,kings,240:00,613.9,122.8,583.3,116.7,30.5,6.1,0.702,4.13,22.6,0.231,0.811,0.524,7.921,7.9,0.563,0.595,1.0,0.991,20.3,101.5,84.58,101.0,0.551
0022400546,1610612762,Utah,Jazz,UTA,jazz,265:00,543.7,108.7,533.7,106.7,10.0,2.0,0.625,2.27,18.4,0.173,0.69,0.445,10.68,10.7,0.539,0.567,1.0,0.973,18.75,93.74,78.11,103.0,0.476
0022400546,1610612751,Brooklyn,Nets,BKN,nets,265:00,533.7,106.7,543.7,108.7,-10.0,-2.0,0.667,2.36,17.6,0.31,0.827,0.555,10.577,10.6,0.478,0.517,1.0,0.959,18.75,93.74,78.11,104.0,0.524
0022400533,1610612756,Phoenix,Suns,PHX,suns,240:00,606.4,121.3,563.8,112.8,42.6,8.5,0.591,2.36,19.4,0.311,0.579,0.461,11.702,11.7,0.587,0.604,1.0,0.981,18.8,94.0,78.33,94.0,0.547
0022400533,1610612762,Utah,Jazz,UTA,jazz,240:00,563.8,112.8,606.4,121.3,-42.6,-8.5,0.619,2.0,18.1,0.421,0.689,0.539,13.83,13.8,0.484,0.51,1.0,0.983,18.8,94.0,78.33,94.0,0.453
0022400536,1610612757,Portland,Trail Blazers,POR,blazers,240:00,505.2,101.0,613.4,122.7,-108.2,-21.6,0.667,1.41,16.7,0.403,0.735,0.55,17.526,17.5,0.447,0.474,1.0,0.992,19.4,97.0,80.83,97.0,0.38
0022400536,1610612748,Miami,Heat,MIA,heat,240:00,613.4,122.7,505.2,101.0,108.2,21.6,0.705,2.82,22.1,0.265,0.597,0.45,11.34,11.3,0.582,0.601,1.0,0.982,19.4,97.0,80.83,97.0,0.62
0022400535,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,612.7,122.5,622.5,124.5,-9.8,-2.0,0.787,1.95,25.0,0.231,0.571,0.441,18.627,18.6,0.669,0.684,1.0,0.973,20.4,102.0,85.0,102.0,0.559
0022400535,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,622.5,124.5,612.7,122.5,9.8,2.0,0.521,1.92,16.2,0.429,0.769,0.559,12.745,12.7,0.519,0.546,1.0,0.992,20.4,102.0,85.0,102.0,0.441
0022400534,1610612765,Detroit,Pistons,DET,pistons,240:00,615.0,123.0,570.0,114.0,45.0,9.0,0.795,2.06,23.8,0.279,0.696,0.515,17.0,17.0,0.637,0.66,1.0,0.964,20.0,100.0,83.33,100.0,0.564
0022400534,1610612761,Toronto,Raptors,TOR,raptors,240:00,570.0,114.0,615.0,123.0,-45.0,-9.0,0.675,2.25,18.8,0.304,0.721,0.485,12.0,12.0,0.522,0.549,1.0,0.983,20.0,100.0,83.33,100.0,0.436
0022400530,1610612741,Chicago,Bulls,CHI,bulls,240:00,657.1,131.4,500.0,100.0,157.1,31.4,0.736,2.6,24.8,0.289,0.746,0.556,14.286,14.3,0.679,0.682,1.0,0.966,21.0,105.0,87.5,105.0,0.667
0022400530,1610612764,Washington,Wizards,WAS,wizards,240:00,500.0,100.0,657.1,131.4,-157.1,-31.4,0.667,1.63,17.7,0.254,0.711,0.444,15.238,15.2,0.49,0.506,1.0,0.975,21.0,105.0,87.5,105.0,0.333
0022400525,1610612754,Indiana,Pacers,IND,pacers,240:00,551.0,110.2,494.8,99.0,56.2,11.2,0.628,1.8,19.9,0.262,0.745,0.536,15.306,15.3,0.579,0.598,1.0,0.972,19.5,97.5,81.25,98.0,0.594
0022400525,1610612744,Golden State,Warriors,GSW,warriors,240:00,494.8,99.0,551.0,110.2,-56.2,-11.2,0.658,1.79,18.4,0.255,0.738,0.464,14.433,14.4,0.473,0.496,1.0,0.982,19.5,97.5,81.25,97.0,0.406
0022400528,1610612738,Boston,Celtics,BOS,celtics,240:00,489.9,98.0,570.0,114.0,-80.1,-16.0,0.647,1.47,16.7,0.212,0.655,0.445,15.152,15.2,0.47,0.518,1.0,0.982,19.9,99.5,82.92,99.0,0.423
0022400528,1610612758,Sacramento,Kings,SAC,kings,240:00,570.0,114.0,489.9,98.0,80.1,16.0,0.591,2.17,17.8,0.345,0.788,0.555,12.0,12.0,0.52,0.538,1.0,0.95,19.9,99.5,82.92,100.0,0.577
0022400527,1610612755,Philadelphia,76ers,PHI,sixers,240:00,586.7,117.3,627.6,125.5,-40.8,-8.2,0.548,2.56,17.2,0.265,0.64,0.455,9.184,9.2,0.538,0.579,1.0,0.982,19.6,98.0,81.67,98.0,0.452
0022400527,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,627.6,125.5,586.7,117.3,40.8,8.2,0.705,2.58,21.1,0.36,0.735,0.545,12.245,12.2,0.582,0.6,1.0,0.983,19.6,98.0,81.67,98.0,0.548
0022400531,1610612743,Denver,Nuggets,DEN,nuggets,240:00,613.9,122.8,514.7,102.9,99.2,19.8,0.756,2.27,22.5,0.348,0.722,0.55,14.851,14.9,0.569,0.611,1.0,0.983,20.3,101.5,84.58,101.0,0.625
0022400531,1610612751,Brooklyn,Nets,BKN,nets,240:00,514.7,102.9,613.9,122.8,-99.2,-19.8,0.684,1.53,18.2,0.278,0.652,0.45,16.667,16.7,0.5,0.534,1.0,0.983,20.3,101.5,84.58,102.0,0.375
0022400526,1610612753,Orlando,Magic,ORL,magic,240:00,552.1,110.4,561.9,112.4,-9.8,-2.0,0.541,1.82,15.3,0.278,0.75,0.49,11.458,11.5,0.512,0.544,1.0,0.982,19.3,96.5,80.42,96.0,0.469
0022400526,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,561.9,112.4,552.1,110.4,9.8,2.0,0.419,1.38,14.3,0.25,0.722,0.51,13.402,13.4,0.572,0.585,1.0,0.963,19.3,96.5,80.42,97.0,0.531
0022400529,1610612752,New York,Knicks,NYK,knicks,240:00,495.1,99.0,617.6,123.5,-122.5,-24.5,0.486,1.5,12.9,0.322,0.732,0.49,11.765,11.8,0.406,0.476,1.0,0.967,20.4,102.0,85.0,102.0,0.388
0022400529,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,617.6,123.5,495.1,99.0,122.5,24.5,0.417,1.33,15.0,0.268,0.678,0.51,14.706,14.7,0.618,0.65,1.0,0.982,20.4,102.0,85.0,102.0,0.612
0022400522,1610612756,Phoenix,Suns,PHX,suns,240:00,640.6,128.1,592.8,118.6,47.8,9.6,0.673,2.06,23.2,0.351,0.778,0.585,16.667,16.7,0.653,0.671,1.0,0.991,19.3,96.5,80.42,96.0,0.54
0022400522,1610612737,Atlanta,Hawks,ATL,hawks,240:00,592.8,118.6,640.6,128.1,-47.8,-9.6,0.762,2.91,23.0,0.222,0.649,0.415,11.34,11.3,0.576,0.615,1.0,0.972,19.3,96.5,80.42,97.0,0.46
0022400517,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,680.4,136.1,649.5,129.9,30.9,6.2,0.66,2.82,21.5,0.348,0.684,0.5,11.34,11.3,0.629,0.66,1.0,0.991,19.4,97.0,80.83,97.0,0.515
0022400517,1610612761,Toronto,Raptors,TOR,raptors,240:00,649.5,129.9,680.4,136.1,-30.9,-6.2,0.642,2.62,23.8,0.316,0.652,0.5,13.402,13.4,0.674,0.665,1.0,0.982,19.4,97.0,80.83,97.0,0.485
0022400521,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,596.9,119.4,566.3,113.3,30.6,6.1,0.65,1.86,18.2,0.388,0.679,0.543,14.286,14.3,0.511,0.578,1.0,0.974,19.6,98.0,81.67,98.0,0.568
0022400521,1610612757,Portland,Trail Blazers,POR,blazers,240:00,566.3,113.3,596.9,119.4,-30.6,-6.1,0.615,1.85,17.1,0.321,0.612,0.457,13.265,13.3,0.505,0.545,1.0,0.974,19.6,98.0,81.67,98.0,0.432
0022400519,1610612753,Orlando,Magic,ORL,magic,240:00,478.5,95.7,565.2,113.0,-86.7,-17.3,0.636,1.31,15.8,0.368,0.691,0.527,17.204,17.2,0.437,0.467,1.0,0.973,18.5,92.5,77.08,93.0,0.401
0022400519,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,565.2,113.0,478.5,95.7,86.7,17.3,0.618,2.1,16.2,0.309,0.632,0.473,10.87,10.9,0.471,0.527,1.0,0.972,18.5,92.5,77.08,92.0,0.599
0022400518,1610612765,Detroit,Pistons,DET,pistons,240:00,541.7,108.3,551.5,110.3,-9.9,-2.0,0.641,1.67,18.8,0.24,0.667,0.455,15.625,15.6,0.535,0.559,1.0,0.981,19.3,96.5,80.42,96.0,0.462
0022400518,1610612744,Golden State,Warriors,GSW,warriors,240:00,551.5,110.3,541.7,108.3,9.9,2.0,0.78,2.13,21.9,0.333,0.76,0.545,15.464,15.5,0.545,0.557,1.0,0.974,19.3,96.5,80.42,97.0,0.538
0022400523,1610612762,Utah,Jazz,UTA,jazz,240:00,474.2,94.8,505.2,101.0,-31.0,-6.2,0.606,1.18,15.4,0.255,0.684,0.481,17.526,17.5,0.464,0.508,1.0,0.973,19.3,96.5,80.42,97.0,0.472
0022400523,1610612748,Miami,Heat,MIA,heat,240:00,505.2,101.0,474.2,94.8,31.0,6.2,0.722,1.86,18.6,0.316,0.745,0.519,14.583,14.6,0.473,0.497,1.0,0.982,19.3,96.5,80.42,96.0,0.528
0022400520,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,552.9,110.6,572.1,114.4,-19.2,-3.8,0.476,1.0,14.6,0.298,0.639,0.491,19.231,19.2,0.56,0.592,1.0,0.983,20.8,104.0,86.67,104.0,0.513
0022400520,1610612745,Houston,Rockets,HOU,rockets,240:00,572.1,114.4,552.9,110.6,19.2,3.8,0.512,1.62,14.3,0.361,0.702,0.509,12.5,12.5,0.495,0.522,1.0,0.992,20.8,104.0,86.67,104.0,0.487
0022400515,1610612743,Denver,Nuggets,DEN,nuggets,240:00,636.4,127.3,525.5,105.1,110.9,22.2,0.592,2.42,21.0,0.227,0.75,0.51,12.121,12.1,0.646,0.653,1.0,0.972,19.7,98.5,82.08,99.0,0.61
0022400515,1610612746,LA,Clippers,LAC,clippers,240:00,525.5,105.1,636.4,127.3,-110.9,-22.2,0.467,1.17,11.2,0.25,0.773,0.49,12.245,12.2,0.444,0.528,1.0,0.982,19.7,98.5,82.08,98.0,0.39
0022400509,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,638.6,127.7,610.0,122.0,28.6,5.7,0.766,2.4,23.2,0.396,0.714,0.544,14.851,14.9,0.606,0.633,1.0,0.983,20.1,100.5,83.75,101.0,0.502
0022400509,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,610.0,122.0,638.6,127.7,-28.6,-5.7,0.729,2.69,24.0,0.286,0.604,0.456,13.0,13.0,0.594,0.626,1.0,1.0,20.1,100.5,83.75,100.0,0.498
0022400510,1610612754,Indiana,Pacers,IND,pacers,240:00,638.6,127.7,548.5,109.7,90.1,18.0,0.712,2.85,23.1,0.415,0.745,0.57,12.871,12.9,0.57,0.583,1.0,0.959,20.4,102.0,85.0,101.0,0.587
0022400510,1610612741,Chicago,Bulls,CHI,bulls,240:00,548.5,109.7,638.6,127.7,-90.1,-18.0,0.523,1.28,16.7,0.255,0.585,0.43,17.476,17.5,0.581,0.599,1.0,0.965,20.4,102.0,85.0,103.0,0.413
0022400513,1610612751,Brooklyn,Nets,BKN,nets,240:00,510.4,102.1,588.5,117.7,-78.1,-15.6,0.727,1.6,17.6,0.296,0.721,0.485,15.625,15.6,0.459,0.514,1.0,0.982,19.2,96.0,80.0,96.0,0.418
0022400513,1610612765,Detroit,Pistons,DET,pistons,240:00,588.5,117.7,510.4,102.1,78.1,15.6,0.667,2.0,21.7,0.279,0.704,0.515,15.625,15.6,0.61,0.619,1.0,0.954,19.2,96.0,80.0,96.0,0.582
0022400511,1610612752,New York,Knicks,NYK,knicks,240:00,589.5,117.9,515.8,103.2,73.7,14.7,0.571,1.5,17.3,0.447,0.8,0.609,16.842,16.8,0.545,0.579,1.0,0.957,19.0,95.0,79.17,95.0,0.53
