gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
0022400892,1610612766,Charlotte,Hornets,CHA,hornets,240:00,572.9,114.6,651.0,130.2,-78.1,-15.6,0.619,1.73,18.2,0.386,0.755,0.557,15.625,15.6,0.505,0.534,1.0,0.983,19.2,96.0,80.0,96.0,0.436
0022400892,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,651.0,130.2,572.9,114.6,78.1,15.6,0.614,4.5,20.1,0.245,0.614,0.443,6.25,6.3,0.606,0.627,1.0,0.981,19.2,96.0,80.0,96.0,0.564
0022400891,1610612738,Boston,Celtics,BOS,celtics,240:00,673.7,134.7,614.6,122.9,59.1,11.8,0.533,2.4,17.3,0.396,0.766,0.57,10.526,10.5,0.582,0.613,1.0,0.991,19.1,95.5,79.58,95.0,0.547
0022400891,1610612757,Portland,Trail Blazers,POR,blazers,240:00,614.6,122.9,673.7,134.7,-59.1,-11.8,0.422,2.38,15.1,0.234,0.604,0.43,8.333,8.3,0.589,0.605,1.0,0.972,19.1,95.5,79.58,96.0,0.453
0022400888,1610612759,San Antonio,Spurs,SAS,spurs,240:00,654.6,130.9,570.7,114.1,83.9,16.8,0.712,2.47,24.7,0.34,0.714,0.531,15.464,15.5,0.642,0.639,1.0,0.982,19.6,98.0,81.67,97.0,0.562
0022400888,1610612751,Brooklyn,Nets,BKN,nets,240:00,570.7,114.1,654.6,130.9,-83.9,-16.8,0.744,2.23,21.0,0.286,0.66,0.469,13.131,13.1,0.552,0.593,1.0,1.0,19.6,98.0,81.67,99.0,0.438
0022400884,1610612737,Atlanta,Hawks,ATL,hawks,240:00,560.2,112.0,577.3,115.5,-17.1,-3.4,0.717,2.75,21.6,0.207,0.74,0.454,11.111,11.1,0.535,0.558,1.0,0.992,21.8,109.0,90.83,108.0,0.475
0022400884,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,577.3,115.5,560.2,112.0,17.1,3.4,0.551,1.8,18.0,0.26,0.793,0.546,13.636,13.6,0.568,0.598,1.0,0.959,21.8,109.0,90.83,110.0,0.525
0022400890,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,693.9,138.8,580.8,116.2,113.1,22.6,0.667,2.13,21.6,0.432,0.72,0.585,15.306,15.3,0.639,0.667,1.0,0.991,19.7,98.5,82.08,98.0,0.577
0022400890,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,580.8,116.2,693.9,138.8,-113.1,-22.6,0.63,3.22,20.4,0.28,0.568,0.415,9.091,9.1,0.543,0.562,1.0,0.973,19.7,98.5,82.08,99.0,0.423
0022400882,1610612754,Indiana,Pacers,IND,pacers,240:00,599.0,119.8,525.8,105.2,73.2,14.6,0.773,2.62,24.6,0.19,0.516,0.387,13.542,13.5,0.61,0.636,1.0,0.971,19.3,96.5,80.42,96.0,0.608
0022400882,1610612745,Houston,Rockets,HOU,rockets,240:00,525.8,105.2,599.0,119.8,-73.2,-14.6,0.55,1.57,14.7,0.484,0.81,0.613,14.433,14.4,0.454,0.466,1.0,0.977,19.3,96.5,80.42,97.0,0.392
0022400889,1610612756,Phoenix,Suns,PHX,suns,240:00,646.7,129.3,629.0,125.8,17.7,3.5,0.756,2.82,23.1,0.262,0.721,0.494,11.957,12.0,0.6,0.648,1.0,0.99,18.5,92.5,77.08,92.0,0.5
0022400889,1610612746,LA,Clippers,LAC,clippers,240:00,629.0,125.8,646.7,129.3,-17.7,-3.5,0.674,4.14,21.6,0.279,0.738,0.506,7.527,7.5,0.566,0.617,1.0,0.962,18.5,92.5,77.08,93.0,0.5
0022400886,1610612741,Chicago,Bulls,CHI,bulls,240:00,541.7,108.3,643.5,128.7,-101.9,-20.4,0.681,4.57,20.6,0.25,0.727,0.478,6.481,6.5,0.495,0.516,1.0,0.984,21.6,108.0,90.0,108.0,0.44
0022400886,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,643.5,128.7,541.7,108.3,101.9,20.4,0.587,3.0,18.0,0.273,0.75,0.522,8.333,8.3,0.556,0.618,1.0,0.976,21.6,108.0,90.0,108.0,0.56
0022400883,1610612753,Orlando,Magic,ORL,magic,240:00,576.5,115.3,587.6,117.5,-11.1,-2.2,0.7,2.0,20.6,0.217,0.625,0.426,14.286,14.3,0.572,0.607,1.0,0.981,19.5,97.5,81.25,98.0,0.499
0022400883,1610612761,Toronto,Raptors,TOR,raptors,240:00,587.6,117.5,576.5,115.3,11.1,2.2,0.737,1.4,19.7,0.375,0.783,0.574,20.619,20.6,0.55,0.597,1.0,1.0,19.5,97.5,81.25,97.0,0.501
0022400887,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,636.4,127.3,565.7,113.1,70.7,14.1,0.63,1.53,21.3,0.229,0.708,0.506,19.192,19.2,0.679,0.712,1.0,0.972,19.8,99.0,82.5,99.0,0.565
0022400887,1610612755,Philadelphia,76ers,PHI,sixers,240:00,565.7,113.1,636.4,127.3,-70.7,-14.1,0.524,1.69,16.3,0.292,0.771,0.494,13.131,13.1,0.541,0.572,1.0,0.982,19.8,99.0,82.5,99.0,0.435
0022400885,1610612752,New York,Knicks,NYK,knicks,240:00,525.8,105.2,581.6,116.3,-55.9,-11.2,0.634,1.86,18.7,0.302,0.696,0.485,14.433,14.4,0.489,0.517,1.0,0.982,19.5,97.5,81.25,97.0,0.413
0022400885,1610612744,Golden State,Warriors,GSW,warriors,240:00,581.6,116.3,525.8,105.2,55.9,11.2,0.698,2.31,21.3,0.304,0.698,0.515,13.265,13.3,0.563,0.592,1.0,0.973,19.5,97.5,81.25,98.0,0.587
0022400877,1610612748,Miami,Heat,MIA,heat,240:00,540.8,108.2,459.2,91.8,81.6,16.3,0.795,2.58,23.0,0.14,0.833,0.526,12.245,12.2,0.555,0.589,1.0,0.971,19.6,98.0,81.67,98.0,0.618
0022400877,1610612764,Washington,Wizards,WAS,wizards,240:00,459.2,91.8,540.8,108.2,-81.6,-16.3,0.71,1.69,17.1,0.167,0.86,0.474,13.265,13.3,0.429,0.48,1.0,0.981,19.6,98.0,81.67,98.0,0.382
0022400875,1610612766,Charlotte,Hornets,CHA,hornets,240:00,490.3,98.1,566.7,113.3,-76.4,-15.3,0.588,1.18,14.7,0.228,0.737,0.482,16.505,16.5,0.459,0.502,1.0,1.0,20.8,104.0,86.67,103.0,0.368
0022400875,1610612744,Golden State,Warriors,GSW,warriors,240:00,566.7,113.3,490.3,98.1,76.4,15.3,0.825,3.67,21.7,0.263,0.772,0.518,8.571,8.6,0.516,0.564,1.0,0.958,20.8,104.0,86.67,105.0,0.632
0022400881,1610612762,Utah,Jazz,UTA,jazz,240:00,490.7,98.1,614.7,122.9,-123.9,-24.8,0.543,0.68,13.4,0.313,0.761,0.532,25.926,25.9,0.488,0.552,1.0,0.984,21.7,108.5,90.42,108.0,0.322
0022400881,1610612765,Detroit,Pistons,DET,pistons,240:00,614.7,122.9,490.7,98.1,123.9,24.8,0.627,2.46,21.2,0.239,0.688,0.468,11.927,11.9,0.614,0.642,1.0,0.983,21.7,108.5,90.42,109.0,0.678
0022400878,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,643.6,128.7,653.5,130.7,-9.9,-2.0,0.766,1.8,22.5,0.522,0.659,0.589,19.802,19.8,0.575,0.625,1.0,0.984,20.2,101.0,84.17,101.0,0.505
0022400878,1610612737,Atlanta,Hawks,ATL,hawks,240:00,653.5,130.7,643.6,128.7,9.9,2.0,0.636,2.92,23.2,0.341,0.478,0.411,11.881,11.9,0.641,0.638,1.0,0.991,20.2,101.0,84.17,101.0,0.495
0022400876,1610612755,Philadelphia,76ers,PHI,sixers,240:00,536.8,107.4,626.3,125.3,-89.5,-17.9,0.659,3.38,19.6,0.291,0.561,0.429,8.421,8.4,0.489,0.506,1.0,0.982,19.0,95.0,79.17,95.0,0.429
0022400876,1610612757,Portland,Trail Blazers,POR,blazers,240:00,626.3,125.3,536.8,107.4,89.5,17.9,0.542,2.36,17.8,0.439,0.709,0.571,11.579,11.6,0.54,0.554,1.0,0.975,19.0,95.0,79.17,95.0,0.571
0022400879,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,622.7,124.5,592.6,118.5,30.1,6.0,0.646,2.38,19.7,0.32,0.685,0.51,11.818,11.8,0.582,0.629,1.0,0.968,21.8,109.0,90.83,110.0,0.564
0022400879,1610612745,Houston,Rockets,HOU,rockets,240:00,592.6,118.5,622.7,124.5,-30.1,-6.0,0.408,1.25,13.8,0.315,0.68,0.49,14.815,14.8,0.564,0.59,1.0,1.0,21.8,109.0,90.83,108.0,0.436
0022400880,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,526.9,105.4,648.9,129.8,-122.1,-24.4,0.8,2.0,21.4,0.233,0.744,0.488,15.054,15.1,0.5,0.56,1.0,0.981,18.7,93.5,77.92,93.0,0.42
0022400880,1610612758,Sacramento,Kings,SAC,kings,240:00,648.9,129.8,526.9,105.4,122.1,24.4,0.723,4.86,24.5,0.256,0.767,0.512,7.447,7.4,0.611,0.64,1.0,0.971,18.7,93.5,77.92,94.0,0.58
0022400874,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,593.4,118.7,554.3,110.9,39.1,7.8,0.553,1.24,16.9,0.279,0.68,0.495,18.681,18.7,0.61,0.629,1.0,0.981,18.3,91.5,76.25,91.0,0.539
0022400874,1610612746,LA,Clippers,LAC,clippers,240:00,554.3,110.9,593.4,118.7,-39.1,-7.8,0.632,2.0,18.2,0.32,0.721,0.505,13.043,13.0,0.5,0.534,1.0,0.981,18.3,91.5,76.25,92.0,0.461
0022400871,1610612759,San Antonio,Spurs,SAS,spurs,240:00,647.1,129.4,715.7,143.1,-68.6,-13.7,0.706,2.77,24.3,0.227,0.681,0.462,12.745,12.7,0.659,0.673,1.0,0.973,20.4,102.0,85.0,102.0,0.452
0022400871,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,715.7,143.1,647.1,129.4,68.6,13.7,0.618,4.86,22.5,0.319,0.773,0.538,6.863,6.9,0.639,0.665,1.0,0.983,20.4,102.0,85.0,102.0,0.548
0022400868,1610612754,Indiana,Pacers,IND,pacers,240:00,648.0,129.6,565.7,113.1,82.3,16.5,0.708,2.83,24.1,0.209,0.696,0.461,12.245,12.2,0.661,0.669,1.0,0.972,19.7,98.5,82.08,98.0,0.564
0022400868,1610612741,Chicago,Bulls,CHI,bulls,240:00,565.7,113.1,648.0,129.6,-82.3,-16.5,0.545,1.71,17.5,0.304,0.791,0.539,14.141,14.1,0.557,0.584,1.0,0.956,19.7,98.5,82.08,99.0,0.436
0022400869,1610612748,Miami,Heat,MIA,heat,265:00,560.0,112.0,580.0,116.0,-20.0,-4.0,0.644,2.23,21.5,0.14,0.64,0.409,13.0,13.0,0.601,0.615,1.0,0.972,18.11,90.57,75.47,100.0,0.5
0022400869,1610612752,New York,Knicks,NYK,knicks,265:00,580.0,116.0,560.0,112.0,20.0,4.0,0.587,2.08,18.6,0.36,0.86,0.591,13.0,13.0,0.558,0.571,1.0,0.949,18.11,90.57,75.47,100.0,0.5
0022400873,1610612756,Phoenix,Suns,PHX,suns,240:00,480.4,96.1,563.1,112.6,-82.7,-16.5,0.686,1.09,17.3,0.277,0.855,0.588,21.569,21.6,0.519,0.555,1.0,0.948,20.5,102.5,85.42,102.0,0.449
0022400873,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,563.1,112.6,480.4,96.1,82.7,16.5,0.718,3.5,20.1,0.145,0.723,0.412,7.767,7.8,0.538,0.573,1.0,0.964,20.5,102.5,85.42,103.0,0.551
0022400872,1610612762,Utah,Jazz,UTA,jazz,240:00,593.1,118.6,627.5,125.5,-34.3,-6.9,0.761,2.69,23.2,0.288,0.654,0.471,12.745,12.7,0.563,0.585,1.0,0.974,20.4,102.0,85.0,102.0,0.467
0022400872,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,627.5,125.5,593.1,118.6,34.3,6.9,0.66,3.18,22.7,0.346,0.712,0.529,10.784,10.8,0.593,0.594,1.0,0.992,20.4,102.0,85.0,102.0,0.533
0022400867,1610612739,Cleveland,Cavaliers,CLE,cavaliers,265:00,588.5,117.7,570.8,114.2,17.7,3.5,0.643,1.8,17.4,0.276,0.636,0.451,13.274,13.3,0.531,0.592,1.0,0.984,20.47,102.34,85.28,113.0,0.536
0022400867,1610612757,Portland,Trail Blazers,POR,blazers,265:00,570.8,114.2,588.5,117.7,-17.7,-3.5,0.595,1.25,16.0,0.364,0.724,0.549,17.699,17.7,0.51,0.579,1.0,0.985,20.47,102.34,85.28,113.0,0.464
0022400866,1610612738,Boston,Celtics,BOS,celtics,240:00,591.4,118.3,542.1,108.4,49.3,9.9,0.703,1.86,20.0,0.25,0.75,0.511,15.054,15.1,0.564,0.612,1.0,1.0,18.8,94.0,78.33,93.0,0.525
0022400866,1610612743,Denver,Nuggets,DEN,nuggets,240:00,542.1,108.4,591.4,118.3,-49.3,-9.9,0.659,2.25,20.3,0.25,0.75,0.489,12.632,12.6,0.547,0.561,1.0,0.962,18.8,94.0,78.33,95.0,0.475
0022400870,1610612753,Orlando,Magic,ORL,magic,240:00,542.6,108.5,559.1,111.8,-16.6,-3.3,0.567,1.21,14.0,0.256,0.667,0.483,14.894,14.9,0.5,0.597,1.0,0.971,18.7,93.5,77.92,94.0,0.5
0022400870,1610612761,Toronto,Raptors,TOR,raptors,240:00,559.1,111.8,542.6,108.5,16.6,3.3,0.595,1.47,16.8,0.333,0.744,0.517,16.129,16.1,0.506,0.558,1.0,0.982,18.7,93.5,77.92,93.0,0.5
0022400864,1610612755,Philadelphia,76ers,PHI,sixers,240:00,630.0,126.0,595.0,119.0,35.0,7.0,0.6,1.93,19.3,0.283,0.607,0.461,14.0,14.0,0.641,0.647,1.0,0.982,20.0,100.0,83.33,100.0,0.51
0022400864,1610612744,Golden State,Warriors,GSW,warriors,240:00,595.0,119.0,630.0,126.0,-35.0,-7.0,0.717,2.2,21.3,0.393,0.717,0.539,15.0,15.0,0.52,0.549,1.0,0.984,20.0,100.0,83.33,100.0,0.49
0022400865,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,573.5,114.7,647.1,129.4,-73.5,-14.7,0.581,2.27,18.0,0.231,0.644,0.423,10.784,10.8,0.533,0.574,1.0,0.982,20.4,102.0,85.0,102.0,0.395
0022400865,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,647.1,129.4,573.5,114.7,73.5,14.7,0.75,2.54,21.9,0.356,0.769,0.577,12.745,12.7,0.58,0.645,1.0,0.983,20.4,102.0,85.0,102.0,0.605
0022400861,1610612765,Detroit,Pistons,DET,pistons,240:00,552.9,110.6,447.6,89.5,105.3,21.1,0.795,1.15,21.5,0.257,0.632,0.505,25.962,26.0,0.625,0.678,1.0,0.947,20.9,104.5,87.08,104.0,0.682
0022400861,1610612751,Brooklyn,Nets,BKN,nets,240:00,447.6,89.5,552.9,110.6,-105.3,-21.1,0.655,1.36,12.8,0.368,0.743,0.495,13.333,13.3,0.337,0.426,1.0,0.946,20.9,104.5,87.08,105.0,0.318
0022400860,1610612766,Charlotte,Hornets,CHA,hornets,240:00,500.0,100.0,565.0,113.0,-65.0,-13.0,0.683,1.65,19.7,0.264,0.735,0.49,17.0,17.0,0.516,0.523,1.0,0.982,20.0,100.0,83.33,100.0,0.416
0022400860,1610612764,Washington,Wizards,WAS,wizards,240:00,565.0,113.0,500.0,100.0,65.0,13.0,0.825,2.2,22.6,0.265,0.736,0.51,15.0,15.0,0.551,0.592,1.0,0.982,20.0,100.0,83.33,100.0,0.584
0022400862,1610612745,Houston,Rockets,HOU,rockets,240:00,530.9,106.2,594.7,118.9,-63.8,-12.8,0.486,1.13,13.7,0.302,0.682,0.474,16.495,16.5,0.506,0.536,1.0,0.965,19.2,96.0,80.0,97.0,0.413
0022400862,1610612758,Sacramento,Kings,SAC,kings,240:00,594.7,118.9,530.9,106.2,63.8,12.8,0.477,1.5,16.2,0.318,0.698,0.526,14.737,14.7,0.557,0.587,1.0,0.982,19.2,96.0,80.0,95.0,0.587
0022400863,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,621.4,124.3,631.1,126.2,-9.7,-1.9,0.62,2.38,20.7,0.333,0.638,0.484,12.621,12.6,0.584,0.617,1.0,0.975,20.6,103.0,85.83,103.0,0.505
0022400863,1610612759,San Antonio,Spurs,SAS,spurs,240:00,631.1,126.2,621.4,124.3,9.7,1.9,0.66,2.54,21.6,0.362,0.667,0.516,12.621,12.6,0.594,0.615,1.0,0.967,20.6,103.0,85.83,103.0,0.495
0022400859,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,552.1,110.4,531.3,106.3,20.8,4.2,0.487,1.27,15.1,0.262,0.6,0.446,15.625,15.6,0.556,0.591,1.0,0.981,19.2,96.0,80.0,96.0,0.545
0022400859,1610612746,LA,Clippers,LAC,clippers,240:00,531.3,106.3,552.1,110.4,-20.8,-4.2,0.641,1.39,17.7,0.4,0.738,0.554,18.75,18.8,0.5,0.53,1.0,0.974,19.2,96.0,80.0,96.0,0.455
0022400852,1610612738,Boston,Celtics,BOS,celtics,240:00,623.7,124.7,654.3,130.9,-30.6,-6.1,0.465,1.82,15.6,0.313,0.608,0.465,11.828,11.8,0.579,0.601,1.0,0.991,18.7,93.5,77.92,93.0,0.457
0022400852,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,654.3,130.9,623.7,124.7,30.6,6.1,0.511,2.88,16.9,0.392,0.688,0.535,8.511,8.5,0.569,0.601,1.0,0.973,18.7,93.5,77.92,94.0,0.543
0022400851,1610612737,Atlanta,Hawks,ATL,hawks,240:00,550.9,110.2,625.0,125.0,-74.1,-14.8,0.628,1.42,18.6,0.217,0.74,0.49,17.593,17.6,0.574,0.606,1.0,0.983,21.6,108.0,90.0,108.0,0.452
0022400851,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,625.0,125.0,550.9,110.2,74.1,14.8,0.725,3.08,23.4,0.26,0.783,0.51,11.111,11.1,0.619,0.635,1.0,0.975,21.6,108.0,90.0,108.0,0.548
0022400857,1610612756,Phoenix,Suns,PHX,suns,240:00,664.9,133.0,574.5,114.9,90.4,18.1,0.745,2.06,25.4,0.294,0.652,0.5,18.085,18.1,0.728,0.738,1.0,0.971,18.8,94.0,78.33,94.0,0.568
0022400857,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,574.5,114.9,664.9,133.0,-90.4,-18.1,0.636,1.87,20.4,0.348,0.706,0.5,15.957,16.0,0.569,0.577,1.0,0.982,18.8,94.0,78.33,94.0,0.432
0022400853,1610612751,Brooklyn,Nets,BKN,nets,240:00,505.0,101.0,605.0,121.0,-100.0,-20.0,0.556,0.95,14.0,0.415,0.667,0.522,20.792,20.8,0.454,0.516,1.0,0.976,20.1,100.5,83.75,101.0,0.393
0022400853,1610612757,Portland,Trail Blazers,POR,blazers,240:00,605.0,121.0,505.0,101.0,100.0,20.0,0.689,1.41,21.5,0.333,0.585,0.478,22.0,22.0,0.673,0.673,1.0,0.965,20.1,100.5,83.75,100.0,0.607
0022400858,1610612762,Utah,Jazz,UTA,jazz,240:00,573.5,114.7,574.3,114.9,-0.7,-0.1,0.745,1.75,22.6,0.375,0.767,0.593,19.608,19.6,0.587,0.596,1.0,0.975,20.3,101.5,84.58,102.0,0.51
0022400858,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,574.3,114.9,573.5,114.7,0.7,0.1,0.795,5.0,23.5,0.233,0.625,0.407,6.931,6.9,0.535,0.541,1.0,1.0,20.3,101.5,84.58,101.0,0.49
0022400855,1610612741,Chicago,Bulls,CHI,bulls,265:00,568.2,113.6,518.0,103.6,50.2,10.0,0.711,2.13,20.1,0.304,0.656,0.487,13.636,13.6,0.51,0.558,1.0,0.969,20.02,100.08,83.4,110.0,0.567
0022400855,1610612761,Toronto,Raptors,TOR,raptors,265:00,518.0,103.6,568.2,113.6,-50.2,-10.0,0.698,1.76,18.8,0.344,0.696,0.513,15.315,15.3,0.481,0.514,1.0,0.969,20.02,100.08,83.4,111.0,0.433
0022400854,1610612748,Miami,Heat,MIA,heat,240:00,672.0,134.4,645.2,129.0,26.9,5.4,0.708,2.27,24.1,0.389,0.732,0.571,16.129,16.1,0.673,0.697,1.0,0.972,18.6,93.0,77.5,93.0,0.521
0022400854,1610612754,Indiana,Pacers,IND,pacers,240:00,645.2,129.0,672.0,134.4,-26.9,-5.4,0.745,3.5,25.2,0.268,0.611,0.429,10.753,10.8,0.653,0.656,1.0,0.981,18.6,93.0,77.5,93.0,0.479
0022400850,1610612765,Detroit,Pistons,DET,pistons,240:00,572.1,114.4,644.2,128.8,-72.1,-14.4,0.711,2.91,21.1,0.281,0.667,0.444,10.577,10.6,0.515,0.545,1.0,0.975,20.8,104.0,86.67,104.0,0.452
0022400850,1610612743,Denver,Nuggets,DEN,nuggets,240:00,644.2,128.8,572.1,114.4,72.1,14.4,0.596,1.4,19.2,0.333,0.719,0.556,19.231,19.2,0.661,0.686,1.0,0.975,20.8,104.0,86.67,104.0,0.548
0022400856,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,559.4,111.9,553.4,110.7,6.0,1.2,0.591,1.37,17.6,0.42,0.792,0.612,18.812,18.8,0.489,0.545,1.0,0.992,20.4,102.0,85.0,101.0,0.491
0022400856,1610612752,New York,Knicks,NYK,knicks,240:00,553.4,110.7,559.4,111.9,-6.0,-1.2,0.659,3.22,20.4,0.208,0.58,0.388,8.738,8.7,0.532,0.559,1.0,0.965,20.4,102.0,85.0,103.0,0.509
0022400845,1610612753,Orlando,Magic,ORL,magic,240:00,599.0,119.8,636.8,127.4,-37.9,-7.6,0.511,1.28,16.5,0.426,0.689,0.554,18.75,18.8,0.567,0.593,1.0,0.974,19.1,95.5,79.58,96.0,0.463
0022400845,1610612744,Golden State,Warriors,GSW,warriors,240:00,636.8,127.4,599.0,119.8,37.9,7.6,0.722,1.86,19.3,0.311,0.574,0.446,14.737,14.7,0.576,0.644,1.0,0.972,19.1,95.5,79.58,95.0,0.537
0022400848,1610612756,Phoenix,Suns,PHX,suns,240:00,597.9,119.6,645.8,129.2,-47.9,-9.6,0.659,2.64,20.4,0.314,0.672,0.505,11.34,11.3,0.574,0.589,1.0,0.965,19.3,96.5,80.42,97.0,0.498
0022400848,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,645.8,129.2,597.9,119.6,47.9,9.6,0.5,4.17,17.9,0.328,0.686,0.495,6.25,6.3,0.563,0.567,1.0,0.991,19.3,96.5,80.42,96.0,0.502
0022400846,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,565.4,113.1,518.5,103.7,46.9,9.4,0.595,2.27,17.9,0.157,0.712,0.455,10.28,10.3,0.544,0.591,1.0,0.991,21.5,107.5,89.58,107.0,0.54
0022400846,1610612743,Denver,Nuggets,DEN,nuggets,240:00,518.5,103.7,565.4,113.1,-46.9,-9.4,0.596,2.15,18.3,0.288,0.843,0.545,12.037,12.0,0.49,0.51,1.0,0.976,21.5,107.5,89.58,108.0,0.46
0022400847,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,500.0,100.0,475.2,95.0,24.8,5.0,0.575,2.56,16.5,0.22,0.733,0.479,8.738,8.7,0.469,0.495,1.0,0.948,20.4,102.0,85.0,103.0,0.561
0022400847,1610612766,Charlotte,Hornets,CHA,hornets,240:00,475.2,95.0,500.0,100.0,-24.8,-5.0,0.625,1.67,17.6,0.267,0.78,0.521,14.851,14.9,0.444,0.463,1.0,1.0,20.4,102.0,85.0,101.0,0.439
0022400849,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,572.2,114.4,536.8,107.4,35.3,7.1,0.618,1.62,15.1,0.396,0.765,0.577,13.402,13.4,0.482,0.543,1.0,0.958,19.2,96.0,80.0,97.0,0.54
0022400849,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,536.8,107.4,572.2,114.4,-35.3,-7.1,0.714,2.08,18.9,0.235,0.604,0.423,12.632,12.6,0.488,0.534,1.0,0.981,19.2,96.0,80.0,95.0,0.46
0022400844,1610612745,Houston,Rockets,HOU,rockets,240:00,578.4,115.7,514.6,102.9,63.9,12.8,0.458,1.38,15.0,0.436,0.721,0.586,15.686,15.7,0.525,0.545,1.0,0.984,20.5,102.5,85.42,102.0,0.534
0022400844,1610612759,San Antonio,Spurs,SAS,spurs,240:00,514.6,102.9,578.4,115.7,-63.9,-12.8,0.667,3.5,19.2,0.279,0.564,0.414,7.767,7.8,0.455,0.485,1.0,0.992,20.5,102.5,85.42,103.0,0.466
0022400839,1610612764,Washington,Wizards,WAS,wizards,240:00,555.0,111.0,602.8,120.6,-47.8,-9.6,0.581,1.32,17.4,0.227,0.597,0.443,17.431,17.4,0.59,0.62,1.0,0.966,21.6,108.0,90.0,109.0,0.51
0022400839,1610612757,Portland,Trail Blazers,POR,blazers,240:00,602.8,120.6,555.0,111.0,47.8,9.6,0.6,1.59,17.0,0.403,0.773,0.557,15.888,15.9,0.505,0.554,1.0,0.985,21.6,108.0,90.0,107.0,0.49
0022400840,1610612751,Brooklyn,Nets,BKN,nets,240:00,605.0,121.0,645.0,129.0,-40.0,-8.0,0.816,2.07,20.4,0.386,0.674,0.515,15.0,15.0,0.532,0.582,1.0,0.983,20.0,100.0,83.33,100.0,0.441
0022400840,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,645.0,129.0,605.0,121.0,40.0,8.0,0.563,2.25,19.0,0.326,0.614,0.485,12.0,12.0,0.583,0.628,1.0,0.983,20.0,100.0,83.33,100.0,0.559
0022400842,1610612741,Chicago,Bulls,CHI,bulls,240:00,603.1,120.6,622.4,124.5,-19.4,-3.9,0.761,2.06,23.3,0.346,0.69,0.5,17.526,17.5,0.59,0.592,1.0,0.983,19.5,97.5,81.25,97.0,0.458
0022400842,1610612746,LA,Clippers,LAC,clippers,240:00,622.4,124.5,603.1,120.6,19.4,3.9,0.75,2.2,22.9,0.31,0.654,0.5,15.306,15.3,0.629,0.66,1.0,0.973,19.5,97.5,81.25,98.0,0.542
0022400837,1610612754,Indiana,Pacers,IND,pacers,240:00,538.8,107.8,446.1,89.2,92.8,18.6,0.651,1.4,20.1,0.22,0.736,0.511,19.417,19.4,0.623,0.63,1.0,0.973,20.5,102.5,85.42,103.0,0.622
0022400837,1610612761,Toronto,Raptors,TOR,raptors,240:00,446.1,89.2,538.8,107.8,-92.8,-18.6,0.622,1.1,16.5,0.264,0.78,0.489,20.588,20.6,0.46,0.484,1.0,0.966,20.5,102.5,85.42,102.0,0.378
0022400836,1610612765,Detroit,Pistons,DET,pistons,240:00,596.9,119.4,500.0,100.0,96.9,19.4,0.617,2.07,20.3,0.356,0.837,0.606,14.286,14.3,0.601,0.606,1.0,0.956,19.5,97.5,81.25,98.0,0.644
0022400836,1610612738,Boston,Celtics,BOS,celtics,240:00,500.0,100.0,596.9,119.4,-96.9,-19.4,0.636,1.11,16.7,0.163,0.644,0.394,19.588,19.6,0.544,0.56,1.0,0.971,19.5,97.5,81.25,97.0,0.356
0022400843,1610612762,Utah,Jazz,UTA,jazz,240:00,515.3,103.1,608.2,121.6,-92.9,-18.6,0.842,3.2,23.4,0.14,0.683,0.385,10.204,10.2,0.548,0.552,1.0,0.962,19.5,97.5,81.25,98.0,0.43
