gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,wl,won
0022101046,1610612755,Philadelphia,76ers,PHI,sixers,240:00,596.8,119.4,548.9,109.8,47.9,9.6,0.622,1.92,18.5,0.231,0.766,0.523,12.903,12.9,0.6,0.652,1.0,0.96,18.5,92.5,77.08,93.0,0.561,W,1
0022101046,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,548.9,109.8,596.8,119.4,-47.9,-9.6,0.568,1.75,16.9,0.234,0.769,0.477,13.043,13.0,0.538,0.566,1.0,0.981,18.5,92.5,77.08,92.0,0.439,L,0
0022101054,1610612759,San Antonio,Spurs,SAS,spurs,240:00,450.5,90.1,613.9,122.8,-163.4,-32.7,0.688,1.38,16.3,0.233,0.7,0.445,15.842,15.8,0.421,0.465,1.0,1.0,20.2,101.0,84.17,101.0,0.338,L,0
0022101054,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,613.9,122.8,450.5,90.1,163.4,32.7,0.5,2.4,17.1,0.3,0.767,0.555,9.901,9.9,0.573,0.597,1.0,0.974,20.2,101.0,84.17,101.0,0.662,W,1
0022101051,1610612761,Toronto,Raptors,TOR,raptors,265:00,602.9,120.6,627.5,125.5,-24.5,-4.9,0.51,2.08,17.2,0.353,0.642,0.5,11.765,11.8,0.567,0.581,1.0,0.975,18.48,92.38,76.98,102.0,0.481,L,0
0022101051,1610612747,Los Angeles,Lakers,LAL,lakers,265:00,627.5,125.5,602.9,120.6,24.5,4.9,0.702,2.36,21.4,0.358,0.647,0.5,13.725,13.7,0.589,0.608,1.0,0.975,18.48,92.38,76.98,102.0,0.519,W,1
0022101045,1610612753,Orlando,Magic,ORL,magic,240:00,576.9,115.4,650.5,130.1,-73.6,-14.7,0.511,1.71,16.7,0.333,0.717,0.523,13.462,13.5,0.541,0.565,1.0,0.992,20.7,103.5,86.25,104.0,0.425,L,0
0022101045,1610612765,Detroit,Pistons,DET,pistons,240:00,650.5,130.1,576.9,115.4,73.6,14.7,0.723,3.78,22.5,0.283,0.667,0.477,8.738,8.7,0.606,0.622,1.0,0.983,20.7,103.5,86.25,103.0,0.575,W,1
0022101043,1610612758,Sacramento,Kings,SAC,kings,240:00,578.0,115.6,613.6,122.7,-35.7,-7.1,0.587,1.8,18.6,0.176,0.787,0.469,13.761,13.8,0.574,0.61,1.0,0.992,21.9,109.5,91.25,109.0,0.464,L,0
0022101043,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,613.6,122.7,578.0,115.6,35.7,7.1,0.447,1.62,14.9,0.213,0.824,0.531,11.818,11.8,0.629,0.655,1.0,0.958,21.9,109.5,91.25,110.0,0.536,W,1
0022101044,1610612746,LA,Clippers,LAC,clippers,240:00,568.2,113.6,572.2,114.4,-4.0,-0.8,0.711,1.93,21.6,0.244,0.633,0.456,15.909,15.9,0.558,0.591,1.0,1.0,17.8,89.0,74.17,88.0,0.538,L,0
0022101044,1610612761,Toronto,Raptors,TOR,raptors,240:00,572.2,114.4,568.2,113.6,4.0,0.8,0.368,1.27,11.5,0.367,0.756,0.544,12.222,12.2,0.524,0.558,1.0,0.963,17.8,89.0,74.17,90.0,0.462,W,1
0022101036,1610612751,Brooklyn,Nets,BKN,nets,240:00,630.7,126.1,634.8,127.0,-4.1,-0.8,0.622,2.55,20.6,0.408,0.643,0.516,12.5,12.5,0.544,0.569,1.0,0.991,17.7,88.5,73.75,88.0,0.485,L,0
0022101036,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,634.8,127.0,630.7,126.1,4.1,0.8,0.512,1.91,16.8,0.357,0.592,0.484,12.36,12.4,0.566,0.618,1.0,0.962,17.7,88.5,73.75,89.0,0.515,W,1
0022101039,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,613.9,122.8,520.0,104.0,93.9,18.8,0.55,1.29,15.4,0.431,0.696,0.57,16.832,16.8,0.539,0.598,1.0,0.983,20.1,100.5,83.75,101.0,0.61,W,1
0022101039,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,520.0,104.0,613.9,122.8,-93.9,-18.8,0.59,1.64,16.4,0.304,0.569,0.43,14.0,14.0,0.473,0.504,1.0,1.0,20.1,100.5,83.75,100.0,0.39,L,0
0022101040,1610612759,San Antonio,Spurs,SAS,spurs,240:00,604.0,120.8,588.2,117.6,15.7,3.1,0.721,2.58,20.7,0.339,0.717,0.51,11.881,11.9,0.536,0.571,1.0,1.0,20.3,101.5,84.58,101.0,0.507,W,1
0022101040,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,588.2,117.6,604.0,120.8,-15.7,-3.1,0.558,1.26,17.4,0.283,0.661,0.49,18.627,18.6,0.604,0.633,1.0,0.974,20.3,101.5,84.58,102.0,0.493,L,0
0022101042,1610612744,Golden State,Warriors,GSW,warriors,240:00,478.3,95.7,591.4,118.3,-113.1,-22.6,0.594,2.38,15.7,0.179,0.804,0.461,8.696,8.7,0.436,0.473,1.0,0.98,18.5,92.5,77.08,92.0,0.359,L,0
0022101042,1610612738,Boston,Celtics,BOS,celtics,240:00,591.4,118.3,478.3,95.7,113.1,22.6,0.605,2.3,18.4,0.196,0.821,0.539,10.753,10.8,0.562,0.607,1.0,0.971,18.5,92.5,77.08,93.0,0.641,W,1
0022101038,1610612745,Houston,Rockets,HOU,rockets,240:00,583.3,116.7,671.9,134.4,-88.5,-17.7,0.619,2.17,19.5,0.224,0.605,0.402,12.5,12.5,0.588,0.6,1.0,0.972,19.2,96.0,80.0,96.0,0.428,L,0
0022101038,1610612756,Phoenix,Suns,PHX,suns,240:00,671.9,134.4,583.3,116.7,88.5,17.7,0.604,2.91,22.1,0.395,0.776,0.598,11.458,11.5,0.626,0.64,1.0,0.982,19.2,96.0,80.0,96.0,0.572,W,1
0022101037,1610612752,New York,Knicks,NYK,knicks,240:00,646.5,129.3,500.0,100.0,146.5,29.3,0.775,2.82,21.7,0.295,0.782,0.566,11.111,11.1,0.6,0.659,1.0,0.964,19.7,98.5,82.08,99.0,0.699,W,1
0022101037,1610612757,Portland,Trail Blazers,POR,blazers,240:00,500.0,100.0,646.5,129.3,-146.5,-29.3,0.65,2.17,19.1,0.218,0.705,0.434,12.245,12.2,0.5,0.504,1.0,0.982,19.7,98.5,82.08,98.0,0.301,L,0
0022101035,1610612764,Washington,Wizards,WAS,wizards,240:00,539.6,107.9,635.0,127.0,-95.4,-19.1,0.634,2.36,18.4,0.3,0.795,0.532,10.891,10.9,0.5,0.542,1.0,0.974,20.1,100.5,83.75,101.0,0.458,L,0
0022101035,1610612743,Denver,Nuggets,DEN,nuggets,240:00,635.0,127.0,539.6,107.9,95.4,19.1,0.652,3.0,21.6,0.205,0.7,0.468,10.0,10.0,0.594,0.64,1.0,0.982,20.1,100.5,83.75,100.0,0.542,W,1
0022101041,1610612762,Utah,Jazz,UTA,jazz,240:00,618.8,123.8,534.0,106.8,84.8,17.0,0.476,1.18,15.2,0.256,0.78,0.538,16.832,16.8,0.62,0.653,1.0,0.991,20.4,102.0,85.0,101.0,0.544,W,1
0022101041,1610612741,Chicago,Bulls,CHI,bulls,240:00,534.0,106.8,618.8,123.8,-84.8,-17.0,0.651,2.33,19.7,0.22,0.744,0.462,11.65,11.7,0.538,0.558,1.0,0.965,20.4,102.0,85.0,103.0,0.456,L,0
0022101034,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,612.9,122.6,627.7,125.5,-14.8,-3.0,0.641,2.78,19.5,0.227,0.78,0.494,9.677,9.7,0.544,0.606,1.0,0.99,18.7,93.5,77.92,93.0,0.515,L,0
0022101034,1610612755,Philadelphia,76ers,PHI,sixers,240:00,627.7,125.5,612.9,122.6,14.8,3.0,0.585,2.18,19.0,0.22,0.773,0.506,11.702,11.7,0.595,0.646,1.0,1.0,18.7,93.5,77.92,94.0,0.485,W,1
0022101033,1610612766,Charlotte,Hornets,CHA,hornets,240:00,610.5,122.1,563.8,112.8,46.7,9.3,0.698,3.33,22.1,0.277,0.642,0.47,9.474,9.5,0.557,0.597,1.0,0.991,18.9,94.5,78.75,95.0,0.578,W,1
0022101033,1610612737,Atlanta,Hawks,ATL,hawks,240:00,563.8,112.8,610.5,122.1,-46.7,-9.3,0.7,2.15,19.9,0.358,0.723,0.53,13.83,13.8,0.5,0.534,1.0,0.982,18.9,94.5,78.75,94.0,0.422,L,0
0022101030,1610612753,Orlando,Magic,ORL,magic,240:00,509.4,101.9,721.2,144.2,-211.7,-42.3,0.694,2.08,17.0,0.279,0.718,0.45,11.321,11.3,0.458,0.505,1.0,0.975,21.0,105.0,87.5,106.0,0.289,L,0
0022101030,1610612751,Brooklyn,Nets,BKN,nets,240:00,721.2,144.2,509.4,101.9,211.7,42.3,0.66,2.69,23.3,0.282,0.721,0.55,12.5,12.5,0.693,0.728,1.0,0.991,21.0,105.0,87.5,104.0,0.711,W,1
0022101031,1610612748,Miami,Heat,MIA,heat,240:00,546.9,109.4,510.4,102.1,36.5,7.3,0.69,1.54,16.0,0.2,0.809,0.511,13.542,13.5,0.486,0.589,1.0,0.962,19.2,96.0,80.0,96.0,0.546,W,1
0022101031,1610612765,Detroit,Pistons,DET,pistons,240:00,510.4,102.1,546.9,109.4,-36.5,-7.3,0.622,1.77,18.0,0.191,0.8,0.489,13.542,13.5,0.525,0.546,1.0,0.971,19.2,96.0,80.0,96.0,0.454,L,0
0022101029,1610612754,Indiana,Pacers,IND,pacers,240:00,490.4,98.1,642.9,128.6,-152.5,-30.5,0.561,1.21,15.4,0.397,0.649,0.522,18.269,18.3,0.449,0.48,1.0,0.992,20.9,104.5,87.08,104.0,0.322,L,0
0022101029,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,642.9,128.6,490.4,98.1,152.5,30.5,0.704,3.8,23.5,0.351,0.603,0.478,9.524,9.5,0.586,0.593,1.0,0.984,20.9,104.5,87.08,105.0,0.678,W,1
0022101032,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,575.0,115.0,668.4,133.7,-93.4,-18.7,0.674,1.71,19.9,0.37,0.829,0.586,17.0,17.0,0.57,0.595,1.0,0.966,19.8,99.0,82.5,100.0,0.439,L,0
0022101032,1610612756,Phoenix,Suns,PHX,suns,240:00,668.4,133.7,575.0,115.0,93.4,18.7,0.714,3.89,25.0,0.171,0.63,0.414,9.184,9.2,0.644,0.678,1.0,0.99,19.8,99.0,82.5,98.0,0.561,W,1
0022101020,1610612739,Cleveland,Cavaliers,CLE,cavaliers,265:00,606.1,121.2,566.3,113.3,39.7,7.9,0.683,2.33,19.6,0.347,0.672,0.523,12.121,12.1,0.564,0.6,1.0,0.974,17.84,89.21,74.34,99.0,0.556,W,1
0022101020,1610612746,LA,Clippers,LAC,clippers,265:00,566.3,113.3,606.1,121.2,-39.7,-7.9,0.674,2.64,20.1,0.328,0.653,0.477,11.224,11.2,0.5,0.526,1.0,1.0,17.84,89.21,74.34,98.0,0.444,L,0
0022101023,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,585.9,117.2,683.7,136.7,-97.8,-19.6,0.738,1.72,21.1,0.367,0.818,0.581,18.182,18.2,0.556,0.59,1.0,1.0,19.7,98.5,82.08,99.0,0.424,L,0
0022101023,1610612766,Charlotte,Hornets,CHA,hornets,240:00,683.7,136.7,585.9,117.2,97.8,19.6,0.673,5.5,23.7,0.182,0.633,0.419,6.122,6.1,0.648,0.668,1.0,0.991,19.7,98.5,82.08,98.0,0.576,W,1
0022101028,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,500.0,100.0,548.1,109.6,-48.1,-9.6,0.588,1.54,15.0,0.175,0.629,0.412,12.621,12.6,0.466,0.516,1.0,0.991,20.7,103.5,86.25,103.0,0.407,L,0
0022101028,1610612761,Toronto,Raptors,TOR,raptors,240:00,548.1,109.6,500.0,100.0,48.1,9.6,0.615,1.85,15.9,0.371,0.825,0.588,12.5,12.5,0.458,0.51,1.0,0.969,20.7,103.5,86.25,104.0,0.593,W,1
0022101027,1610612762,Utah,Jazz,UTA,jazz,240:00,549.5,109.9,573.5,114.7,-24.0,-4.8,0.568,1.5,15.1,0.31,0.75,0.509,13.861,13.9,0.489,0.536,1.0,0.992,20.3,101.5,84.58,101.0,0.439,L,0
0022101027,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,573.5,114.7,549.5,109.9,24.0,4.8,0.525,1.5,15.7,0.25,0.69,0.491,13.725,13.7,0.535,0.592,1.0,0.965,20.3,101.5,84.58,102.0,0.561,W,1
0022101024,1610612759,San Antonio,Spurs,SAS,spurs,240:00,620.5,124.1,665.2,133.0,-44.6,-8.9,0.635,2.2,21.0,0.283,0.718,0.482,13.393,13.4,0.603,0.641,1.0,0.992,22.4,112.0,93.33,112.0,0.465,L,0
0022101024,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,665.2,133.0,620.5,124.1,44.6,8.9,0.538,1.75,18.5,0.282,0.717,0.518,14.286,14.3,0.672,0.716,1.0,0.976,22.4,112.0,93.33,112.0,0.535,W,1
0022101021,1610612737,Atlanta,Hawks,ATL,hawks,240:00,575.5,115.1,538.1,107.6,37.4,7.5,0.7,7.0,17.7,0.343,0.708,0.492,3.774,3.8,0.422,0.496,1.0,0.969,21.1,105.5,87.92,106.0,0.536,W,1
0022101021,1610612757,Portland,Trail Blazers,POR,blazers,240:00,538.1,107.6,575.5,115.1,-37.4,-7.5,0.568,1.19,17.4,0.292,0.657,0.508,20.0,20.0,0.557,0.581,1.0,0.975,21.1,105.5,87.92,105.0,0.464,L,0
0022101025,1610612744,Golden State,Warriors,GSW,warriors,240:00,623.8,124.8,560.0,112.0,63.8,12.8,0.578,2.0,19.3,0.195,0.886,0.553,12.871,12.9,0.643,0.673,1.0,0.972,20.1,100.5,83.75,101.0,0.543,W,1
0022101025,1610612764,Washington,Wizards,WAS,wizards,240:00,560.0,112.0,623.8,124.8,-63.8,-12.8,0.667,2.33,21.1,0.114,0.805,0.447,12.0,12.0,0.573,0.608,1.0,0.99,20.1,100.5,83.75,100.0,0.457,L,0
0022101022,1610612755,Philadelphia,76ers,PHI,sixers,240:00,550.0,110.0,570.0,114.0,-20.0,-4.0,0.694,1.92,18.1,0.265,0.86,0.543,13.0,13.0,0.5,0.561,1.0,0.982,20.0,100.0,83.33,100.0,0.491,L,0
0022101022,1610612743,Denver,Nuggets,DEN,nuggets,240:00,570.0,114.0,550.0,110.0,20.0,4.0,0.659,2.07,21.5,0.14,0.735,0.457,14.0,14.0,0.616,0.628,1.0,0.991,20.0,100.0,83.33,100.0,0.509,W,1
0022101026,1610612758,Sacramento,Kings,SAC,kings,240:00,554.5,110.9,509.9,102.0,44.6,8.9,0.641,1.56,18.1,0.273,0.731,0.521,15.842,15.8,0.537,0.599,1.0,0.973,20.2,101.0,84.17,101.0,0.574,W,1
0022101026,1610612741,Chicago,Bulls,CHI,bulls,240:00,509.9,102.0,554.5,110.9,-44.6,-8.9,0.611,1.47,16.2,0.269,0.727,0.479,14.851,14.9,0.466,0.527,1.0,0.974,20.2,101.0,84.17,101.0,0.426,L,0
0022101012,1610612751,Brooklyn,Nets,BKN,nets,240:00,561.2,112.2,557.3,111.5,3.9,0.8,0.682,2.14,20.8,0.367,0.682,0.516,14.286,14.3,0.528,0.557,1.0,0.965,19.4,97.0,80.83,98.0,0.519,W,1
0022101012,1610612752,New York,Knicks,NYK,knicks,240:00,557.3,111.5,561.2,112.2,-3.9,-0.8,0.692,1.59,19.7,0.318,0.633,0.484,17.708,17.7,0.536,0.58,1.0,0.982,19.4,97.0,80.83,96.0,0.481,L,0
0022101016,1610612737,Atlanta,Hawks,ATL,hawks,240:00,648.5,129.7,646.5,129.3,2.1,0.4,0.587,2.25,19.7,0.231,0.63,0.447,11.881,11.9,0.649,0.693,1.0,0.955,20.0,100.0,83.33,101.0,0.532,W,1
0022101016,1610612754,Indiana,Pacers,IND,pacers,240:00,646.5,129.3,648.5,129.7,-2.1,-0.4,0.5,1.53,16.5,0.37,0.769,0.553,15.152,15.2,0.601,0.637,1.0,1.0,20.0,100.0,83.33,99.0,0.468,L,0
0022101018,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,578.4,115.7,612.7,122.5,-34.3,-6.9,0.61,2.27,17.1,0.333,0.564,0.446,10.784,10.8,0.49,0.54,1.0,0.992,20.4,102.0,85.0,102.0,0.442,L,0
0022101018,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,612.7,122.5,578.4,115.7,34.3,6.9,0.625,2.31,19.4,0.436,0.667,0.554,12.745,12.7,0.525,0.564,1.0,0.992,20.4,102.0,85.0,102.0,0.558,W,1
0022101014,1610612738,Boston,Celtics,BOS,celtics,240:00,489.4,97.9,510.8,102.2,-21.4,-4.3,0.485,1.45,12.7,0.286,0.814,0.515,11.702,11.7,0.426,0.477,1.0,0.973,18.7,93.5,77.92,94.0,0.477,L,0
0022101014,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,510.8,102.2,489.4,97.9,21.4,4.3,0.606,1.11,16.5,0.186,0.714,0.485,19.355,19.4,0.547,0.577,1.0,0.98,18.7,93.5,77.92,93.0,0.523,W,1
0022101015,1610612753,Orlando,Magic,ORL,magic,265:00,542.9,108.6,557.7,111.5,-14.8,-3.0,0.683,2.33,19.6,0.25,0.776,0.527,11.429,11.4,0.549,0.571,1.0,0.974,18.93,94.64,78.87,105.0,0.512,L,0
0022101015,1610612755,Philadelphia,76ers,PHI,sixers,265:00,557.7,111.5,542.9,108.6,14.8,3.0,0.6,2.63,15.2,0.224,0.75,0.473,7.692,7.7,0.457,0.536,1.0,0.991,18.93,94.64,78.87,104.0,0.488,W,1
0022101017,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,631.1,126.2,509.7,101.9,121.4,24.3,0.625,2.73,20.0,0.347,0.762,0.538,10.68,10.7,0.57,0.602,1.0,0.975,20.6,103.0,85.83,103.0,0.653,W,1
0022101017,1610612745,Houston,Rockets,HOU,rockets,240:00,509.7,101.9,631.1,126.2,-121.4,-24.3,0.615,0.96,17.5,0.238,0.653,0.462,24.272,24.3,0.584,0.597,1.0,0.982,20.6,103.0,85.83,103.0,0.348,L,0
0022101019,1610612756,Phoenix,Suns,PHX,suns,240:00,679.6,135.9,528.6,105.7,151.0,30.2,0.621,3.27,23.5,0.304,0.755,0.537,10.68,10.7,0.627,0.647,1.0,0.983,20.8,104.0,86.67,103.0,0.637,W,1
0022101019,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,528.6,105.7,679.6,135.9,-151.0,-30.2,0.667,1.26,17.1,0.245,0.696,0.463,18.095,18.1,0.543,0.586,1.0,0.974,20.8,104.0,86.67,105.0,0.363,L,0
0022101013,1610612765,Detroit,Pistons,DET,pistons,240:00,560.4,112.1,582.4,116.5,-22.0,-4.4,0.639,2.3,18.5,0.222,0.712,0.485,10.989,11.0,0.525,0.574,1.0,0.98,18.2,91.0,75.83,91.0,0.48,L,0
0022101013,1610612746,LA,Clippers,LAC,clippers,240:00,582.4,116.5,560.4,112.1,22.0,4.4,0.625,4.17,19.1,0.288,0.778,0.515,6.593,6.6,0.506,0.542,1.0,0.981,18.2,91.0,75.83,91.0,0.52,W,1
0022101008,1610612744,Golden State,Warriors,GSW,warriors,240:00,628.9,125.8,561.9,112.4,67.0,13.4,0.733,2.75,22.4,0.347,0.797,0.593,12.371,12.4,0.581,0.612,1.0,0.965,19.4,97.0,80.83,97.0,0.571,W,1
0022101008,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,561.9,112.4,628.9,125.8,-67.0,-13.4,0.711,5.4,19.9,0.203,0.653,0.407,5.155,5.2,0.505,0.534,1.0,0.972,19.4,97.0,80.83,97.0,0.429,L,0
0022101006,1610612741,Chicago,Bulls,CHI,bulls,240:00,526.0,105.2,464.3,92.9,61.8,12.4,0.513,1.43,15.7,0.245,0.769,0.515,14.583,14.6,0.494,0.534,1.0,0.981,19.4,97.0,80.83,96.0,0.575,W,1
0022101006,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,464.3,92.9,526.0,105.2,-61.8,-12.4,0.528,1.36,14.7,0.231,0.755,0.485,14.286,14.3,0.448,0.487,1.0,0.964,19.4,97.0,80.83,98.0,0.425,L,0
0022101005,1610612748,Miami,Heat,MIA,heat,240:00,500.0,100.0,543.3,108.7,-43.3,-8.7,0.657,1.28,16.3,0.25,0.824,0.523,17.308,17.3,0.483,0.525,1.0,0.983,20.8,104.0,86.67,104.0,0.434,L,0
0022101005,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,543.3,108.7,500.0,100.0,43.3,8.7,0.6,1.4,15.7,0.176,0.75,0.477,14.423,14.4,0.512,0.582,1.0,0.973,20.8,104.0,86.67,104.0,0.566,W,1
0022101010,1610612762,Utah,Jazz,UTA,jazz,240:00,683.7,136.7,637.8,127.6,45.9,9.2,0.438,2.1,15.7,0.357,0.714,0.549,10.204,10.2,0.651,0.672,1.0,0.965,19.6,98.0,81.67,98.0,0.526,W,1
0022101010,1610612758,Sacramento,Kings,SAC,kings,240:00,637.8,127.6,683.7,136.7,-45.9,-9.2,0.574,3.86,19.4,0.286,0.643,0.451,7.143,7.1,0.569,0.605,1.0,0.982,19.6,98.0,81.67,98.0,0.474,L,0
0022101011,1610612757,Portland,Trail Blazers,POR,blazers,240:00,641.4,128.3,596.0,119.2,45.5,9.1,0.438,1.91,15.7,0.333,0.711,0.522,11.111,11.1,0.575,0.618,1.0,0.991,19.8,99.0,82.5,99.0,0.518,W,1
0022101011,1610612764,Washington,Wizards,WAS,wizards,240:00,596.0,119.2,641.4,128.3,-45.5,-9.1,0.667,1.73,19.0,0.289,0.667,0.478,15.152,15.2,0.554,0.622,1.0,0.982,19.8,99.0,82.5,99.0,0.482,L,0
0022101009,1610612743,Denver,Nuggets,DEN,nuggets,240:00,599.0,119.8,661.5,132.3,-62.5,-12.5,0.744,1.68,22.7,0.325,0.571,0.469,19.792,19.8,0.622,0.649,1.0,0.972,19.2,96.0,80.0,96.0,0.472,L,0
0022101009,1610612761,Toronto,Raptors,TOR,raptors,240:00,661.5,132.3,599.0,119.8,62.5,12.5,0.583,3.5,19.0,0.429,0.675,0.531,8.333,8.3,0.529,0.562,1.0,0.992,19.2,96.0,80.0,96.0,0.528,W,1
0022101007,1610612759,San Antonio,Spurs,SAS,spurs,240:00,519.2,103.8,577.7,115.5,-58.4,-11.7,0.667,2.33,18.5,0.323,0.787,0.523,11.538,11.5,0.466,0.495,1.0,0.967,20.7,103.5,86.25,104.0,0.459,L,0
0022101007,1610612754,Indiana,Pacers,IND,pacers,240:00,577.7,115.5,519.2,103.8,58.4,11.7,0.511,1.77,16.9,0.213,0.677,0.477,12.621,12.6,0.565,0.603,1.0,0.982,20.7,103.5,86.25,103.0,0.541,W,1
0022100998,1610612748,Miami,Heat,MIA,heat,240:00,590.9,118.2,535.7,107.1,55.2,11.0,0.683,3.11,20.7,0.196,0.778,0.484,9.091,9.1,0.541,0.598,1.0,0.981,19.7,98.5,82.08,99.0,0.567,W,1
0022100998,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,535.7,107.1,590.9,118.2,-55.2,-11.0,0.714,1.39,18.8,0.222,0.804,0.516,18.367,18.4,0.494,0.572,1.0,0.981,19.7,98.5,82.08,98.0,0.433,L,0
0022100995,1610612753,Orlando,Magic,ORL,magic,240:00,596.0,119.2,567.0,113.4,28.9,5.8,0.775,2.58,21.8,0.298,0.857,0.583,12.121,12.1,0.558,0.608,1.0,0.982,19.6,98.0,81.67,99.0,0.566,W,1
0022100995,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,567.0,113.4,596.0,119.2,-28.9,-5.8,0.585,2.67,18.8,0.143,0.702,0.417,9.278,9.3,0.539,0.575,1.0,1.0,19.6,98.0,81.67,97.0,0.434,L,0
0022101003,1610612756,Phoenix,Suns,PHX,suns,240:00,538.5,107.7,562.5,112.5,-24.0,-4.8,0.614,1.69,19.3,0.196,0.692,0.459,15.385,15.4,0.563,0.587,1.0,0.982,20.8,104.0,86.67,104.0,0.499,L,0
0022101003,1610612761,Toronto,Raptors,TOR,raptors,240:00,562.5,112.5,538.5,107.7,24.0,4.8,0.452,1.12,13.7,0.308,0.804,0.541,16.346,16.3,0.521,0.567,1.0,0.967,20.8,104.0,86.67,104.0,0.501,W,1
0022101004,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,628.9,125.8,561.9,112.4,67.0,13.4,0.521,2.78,18.8,0.244,0.667,0.469,9.278,9.3,0.604,0.619,1.0,0.963,19.4,97.0,80.83,97.0,0.53,W,1
0022101004,1610612764,Washington,Wizards,WAS,wizards,240:00,561.9,112.4,628.9,125.8,-67.0,-13.4,0.538,1.91,15.6,0.333,0.756,0.531,11.34,11.3,0.512,0.548,1.0,0.974,19.4,97.0,80.83,97.0,0.47,L,0
0022101000,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,561.9,112.4,548.1,109.6,13.8,2.8,0.5,2.3,15.1,0.373,0.696,0.52,9.524,9.5,0.486,0.505,1.0,0.984,20.9,104.5,87.08,105.0,0.522,W,1
0022101000,1610612752,New York,Knicks,NYK,knicks,240:00,548.1,109.6,561.9,112.4,-13.8,-2.8,0.605,1.44,16.0,0.304,0.627,0.48,15.385,15.4,0.478,0.536,1.0,0.992,20.9,104.5,87.08,104.0,0.478,L,0
0022101001,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,594.1,118.8,696.1,139.2,-102.0,-20.4,0.721,1.82,21.1,0.319,0.73,0.5,16.832,16.8,0.587,0.619,1.0,0.991,20.3,101.5,84.58,101.0,0.412,L,0
0022101001,1610612766,Charlotte,Hornets,CHA,hornets,240:00,696.1,139.2,594.1,118.8,102.0,20.4,0.788,2.93,27.0,0.27,0.681,0.5,13.725,13.7,0.724,0.741,1.0,0.982,20.3,101.5,84.58,102.0,0.588,W,1
0022100999,1610612745,Houston,Rockets,HOU,rockets,240:00,510.2,102.0,576.5,115.3,-66.3,-13.3,0.707,2.23,21.2,0.229,0.712,0.48,13.265,13.3,0.512,0.53,1.0,0.972,19.6,98.0,81.67,98.0,0.481,L,0
0022100999,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,576.5,115.3,510.2,102.0,66.3,13.3,0.5,1.43,15.0,0.288,0.771,0.52,14.286,14.3,0.517,0.563,1.0,0.991,19.6,98.0,81.67,98.0,0.519,W,1
0022101002,1610612759,San Antonio,Spurs,SAS,spurs,240:00,509.8,102.0,515.2,103.0,-5.3,-1.1,0.441,1.15,11.4,0.305,0.667,0.487,12.745,12.7,0.435,0.5,1.0,0.991,20.1,100.5,83.75,102.0,0.503,W,1
0022101002,1610612762,Utah,Jazz,UTA,jazz,240:00,515.2,103.0,509.8,102.0,5.3,1.1,0.541,1.18,14.4,0.333,0.695,0.513,17.172,17.2,0.473,0.499,1.0,1.0,20.1,100.5,83.75,99.0,0.497,L,0
0022100997,1610612738,Boston,Celtics,BOS,celtics,240:00,587.6,117.5,536.5,107.3,51.2,10.2,0.548,2.56,16.7,0.358,0.714,0.529,9.278,9.3,0.5,0.552,1.0,0.974,19.3,96.5,80.42,97.0,0.568,W,1
0022100997,1610612765,Detroit,Pistons,DET,pistons,240:00,536.5,107.3,587.6,117.5,-51.2,-10.2,0.6,1.5,16.0,0.286,0.642,0.471,14.583,14.6,0.482,0.55,1.0,0.982,19.3,96.5,80.42,96.0,0.432,L,0
