gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
0022201220,1610612754,Indiana,Pacers,IND,pacers,240:00,635.1,127.0,612.6,122.5,22.5,4.5,0.717,2.2,21.6,0.196,0.633,0.443,13.514,13.5,0.624,0.667,1.0,0.992,22.2,111.0,92.5,111.0,0.531
0022201216,1610612738,Boston,Celtics,BOS,celtics,240:00,612.2,122.4,581.6,116.3,30.6,6.1,0.786,2.2,22.8,0.292,0.685,0.5,15.306,15.3,0.612,0.631,1.0,0.982,19.6,98.0,81.67,98.0,0.508
0022201216,1610612737,Atlanta,Hawks,ATL,hawks,240:00,581.6,116.3,612.2,122.4,-30.6,-6.1,0.614,3.0,19.0,0.315,0.708,0.5,9.184,9.2,0.51,0.541,1.0,0.983,19.6,98.0,81.67,98.0,0.492
0022201224,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,517.7,103.5,616.1,123.2,-98.4,-19.7,0.609,7.0,18.7,0.138,0.719,0.41,3.54,3.5,0.505,0.509,1.0,0.959,22.5,112.5,93.75,113.0,0.397
0022201224,1610612759,San Antonio,Spurs,SAS,spurs,240:00,616.1,123.2,517.7,103.5,98.4,19.7,0.608,2.58,19.5,0.281,0.862,0.59,10.714,10.7,0.563,0.589,1.0,0.992,22.5,112.5,93.75,112.0,0.603
0022201227,1610612743,Denver,Nuggets,DEN,nuggets,240:00,561.9,112.4,494.8,99.0,67.1,13.4,0.595,1.25,17.5,0.457,0.76,0.615,20.619,20.6,0.542,0.574,1.0,0.941,19.3,96.5,80.42,97.0,0.594
0022201227,1610612758,Sacramento,Kings,SAC,kings,240:00,494.8,99.0,561.9,112.4,-67.1,-13.4,0.649,1.6,18.2,0.24,0.543,0.385,15.625,15.6,0.5,0.519,1.0,0.991,19.3,96.5,80.42,96.0,0.406
0022201218,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,470.3,94.1,524.8,105.0,-54.5,-10.9,0.771,1.69,19.1,0.241,0.717,0.46,15.842,15.8,0.449,0.495,1.0,0.982,20.2,101.0,84.17,101.0,0.429
0022201218,1610612766,Charlotte,Hornets,CHA,hornets,240:00,524.8,105.0,470.3,94.1,54.5,10.9,0.622,1.21,16.9,0.283,0.759,0.54,18.812,18.8,0.494,0.563,1.0,0.982,20.2,101.0,84.17,101.0,0.571
0022201223,1610612741,Chicago,Bulls,CHI,bulls,240:00,520.2,104.0,409.1,81.8,111.1,22.2,0.525,5.25,15.9,0.211,0.673,0.438,4.04,4.0,0.453,0.492,1.0,0.973,19.8,99.0,82.5,99.0,0.648
0022201223,1610612765,Detroit,Pistons,DET,pistons,240:00,409.1,81.8,520.2,104.0,-111.1,-22.2,0.645,0.8,14.6,0.327,0.789,0.563,25.253,25.3,0.418,0.446,1.0,0.966,19.8,99.0,82.5,99.0,0.352
0022201226,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,569.3,113.9,490.2,98.0,79.1,15.8,0.667,1.88,21.0,0.277,0.782,0.549,15.842,15.8,0.567,0.593,1.0,0.982,20.3,101.5,84.58,101.0,0.568
0022201226,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,490.2,98.0,569.3,113.9,-79.1,-15.8,0.625,2.08,18.0,0.218,0.723,0.451,11.765,11.8,0.473,0.5,1.0,0.982,20.3,101.5,84.58,102.0,0.432
0022201217,1610612751,Brooklyn,Nets,BKN,nets,240:00,504.8,101.0,638.1,127.6,-133.3,-26.7,0.629,1.16,16.1,0.22,0.647,0.436,18.269,18.3,0.494,0.551,1.0,0.983,20.9,104.5,87.08,104.0,0.374
0022201217,1610612755,Philadelphia,76ers,PHI,sixers,240:00,638.1,127.6,504.8,101.0,133.3,26.7,0.585,2.38,20.3,0.353,0.78,0.564,12.381,12.4,0.594,0.613,1.0,0.984,20.9,104.5,87.08,105.0,0.626
0022201225,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,548.5,109.7,519.2,103.8,29.3,5.9,0.641,1.47,18.1,0.224,0.692,0.465,16.505,16.5,0.555,0.591,1.0,1.0,20.7,103.5,86.25,103.0,0.513
0022201225,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,519.2,103.8,548.5,109.7,-29.3,-5.9,0.45,1.2,13.0,0.308,0.776,0.535,14.423,14.4,0.461,0.525,1.0,0.975,20.7,103.5,86.25,104.0,0.487
0022201213,1610612762,Utah,Jazz,UTA,jazz,240:00,556.6,111.3,532.7,106.5,23.9,4.8,0.682,1.88,19.2,0.345,0.846,0.582,15.094,15.1,0.495,0.536,1.0,0.992,21.3,106.5,88.75,106.0,0.519
0022201213,1610612743,Denver,Nuggets,DEN,nuggets,240:00,532.7,106.5,556.6,111.3,-23.9,-4.8,0.78,2.29,21.8,0.154,0.655,0.418,13.084,13.1,0.539,0.567,1.0,0.983,21.3,106.5,88.75,107.0,0.481
0022201215,1610612746,LA,Clippers,LAC,clippers,240:00,660.2,132.0,606.8,121.4,53.4,10.7,0.612,2.5,20.0,0.37,0.848,0.609,11.65,11.7,0.591,0.64,1.0,0.983,20.6,103.0,85.83,103.0,0.545
0022201215,1610612757,Portland,Trail Blazers,POR,blazers,240:00,606.8,121.4,660.2,132.0,-53.4,-10.7,0.681,3.2,22.5,0.152,0.63,0.391,9.709,9.7,0.607,0.631,1.0,0.982,20.6,103.0,85.83,103.0,0.455
0022201214,1610612759,San Antonio,Spurs,SAS,spurs,240:00,617.9,123.6,705.6,141.1,-87.7,-17.5,0.68,2.62,22.2,0.277,0.755,0.521,12.264,12.3,0.595,0.621,1.0,0.992,21.3,106.5,88.75,106.0,0.439
0022201214,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,705.6,141.1,617.9,123.6,87.7,17.5,0.75,6.0,26.1,0.245,0.723,0.479,6.542,6.5,0.673,0.685,1.0,0.983,21.3,106.5,88.75,107.0,0.561
0022201209,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,588.5,117.7,552.6,110.5,35.9,7.2,0.643,2.25,21.1,0.158,0.778,0.522,12.5,12.5,0.595,0.644,1.0,0.99,19.1,95.5,79.58,96.0,0.599
0022201209,1610612752,New York,Knicks,NYK,knicks,240:00,552.6,110.5,588.5,117.7,-35.9,-7.2,0.5,1.9,15.1,0.222,0.842,0.478,10.526,10.5,0.511,0.542,1.0,0.991,19.1,95.5,79.58,95.0,0.401
0022201202,1610612766,Charlotte,Hornets,CHA,hornets,240:00,524.0,104.8,538.5,107.7,-14.4,-2.9,0.579,1.29,15.9,0.269,0.686,0.476,16.346,16.3,0.506,0.546,1.0,1.0,20.8,104.0,86.67,104.0,0.485
0022201202,1610612745,Houston,Rockets,HOU,rockets,240:00,538.5,107.7,524.0,104.8,14.4,2.9,0.5,1.11,14.9,0.314,0.731,0.524,18.269,18.3,0.511,0.553,1.0,0.992,20.8,104.0,86.67,104.0,0.515
0022201212,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,581.7,116.3,514.4,102.9,67.3,13.5,0.556,1.56,17.6,0.271,0.73,0.532,15.385,15.4,0.587,0.608,1.0,0.974,20.8,104.0,86.67,104.0,0.559
0022201212,1610612756,Phoenix,Suns,PHX,suns,240:00,514.4,102.9,581.7,116.3,-67.3,-13.5,0.535,2.56,16.0,0.27,0.729,0.468,8.654,8.7,0.457,0.486,1.0,0.983,20.8,104.0,86.67,104.0,0.441
0022201211,1610612758,Sacramento,Kings,SAC,kings,240:00,485.0,97.0,589.1,117.8,-104.1,-20.8,0.632,2.0,16.7,0.323,0.615,0.436,12.0,12.0,0.444,0.458,1.0,0.983,20.1,100.5,83.75,100.0,0.359
0022201211,1610612744,Golden State,Warriors,GSW,warriors,240:00,589.1,117.8,485.0,97.0,104.1,20.8,0.878,1.5,23.7,0.385,0.677,0.564,23.762,23.8,0.628,0.672,1.0,0.966,20.1,100.5,83.75,101.0,0.641
0022201206,1610612738,Boston,Celtics,BOS,celtics,240:00,636.8,127.4,531.3,106.3,105.6,21.1,0.822,1.76,25.0,0.41,0.732,0.6,22.105,22.1,0.648,0.67,1.0,0.973,19.1,95.5,79.58,95.0,0.621
0022201206,1610612761,Toronto,Raptors,TOR,raptors,240:00,531.3,106.3,636.8,127.4,-105.6,-21.1,0.525,2.63,16.0,0.268,0.59,0.4,8.333,8.3,0.478,0.508,1.0,0.973,19.1,95.5,79.58,96.0,0.379
0022201204,1610612764,Washington,Wizards,WAS,wizards,240:00,542.9,108.6,519.2,103.8,23.6,4.7,0.59,1.35,16.2,0.286,0.724,0.523,16.19,16.2,0.506,0.568,1.0,0.966,20.9,104.5,87.08,105.0,0.558
0022201204,1610612748,Miami,Heat,MIA,heat,240:00,519.2,103.8,542.9,108.6,-23.6,-4.7,0.605,1.63,17.9,0.276,0.714,0.477,15.385,15.4,0.515,0.523,1.0,1.0,20.9,104.5,87.08,104.0,0.442
0022201207,1610612751,Brooklyn,Nets,BKN,nets,240:00,515.3,103.1,424.2,84.8,91.1,18.2,0.771,2.7,19.7,0.222,0.649,0.441,10.204,10.2,0.444,0.505,1.0,0.982,19.7,98.5,82.08,98.0,0.63
0022201207,1610612753,Orlando,Magic,ORL,magic,240:00,424.2,84.8,515.3,103.1,-91.1,-18.2,0.548,0.81,12.6,0.351,0.778,0.559,21.212,21.2,0.397,0.445,1.0,0.983,19.7,98.5,82.08,99.0,0.37
0022201203,1610612754,Indiana,Pacers,IND,pacers,240:00,547.6,109.5,581.0,116.2,-33.3,-6.7,0.707,1.53,20.0,0.261,0.755,0.516,18.095,18.1,0.56,0.603,1.0,0.991,21.0,105.0,87.5,105.0,0.479
0022201203,1610612765,Detroit,Pistons,DET,pistons,240:00,581.0,116.2,547.6,109.5,33.3,6.7,0.545,1.85,17.0,0.245,0.739,0.484,12.381,12.4,0.561,0.601,1.0,0.983,21.0,105.0,87.5,105.0,0.521
0022201208,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,558.8,111.8,671.6,134.3,-112.7,-22.5,0.714,1.58,20.3,0.314,0.714,0.495,18.627,18.6,0.571,0.589,1.0,0.966,20.4,102.0,85.0,102.0,0.392
0022201208,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,671.6,134.3,558.8,111.8,112.7,22.5,0.736,3.25,25.5,0.286,0.686,0.505,11.765,11.8,0.677,0.688,1.0,0.982,20.4,102.0,85.0,102.0,0.608
0022201205,1610612737,Atlanta,Hawks,ATL,hawks,265:00,545.8,109.2,562.0,112.4,-16.2,-3.2,0.627,1.52,20.3,0.128,0.685,0.426,17.5,17.5,0.609,0.628,1.0,0.976,21.83,109.13,90.94,120.0,0.494
0022201205,1610612755,Philadelphia,76ers,PHI,sixers,265:00,562.0,112.4,545.8,109.2,16.2,3.2,0.647,1.65,19.3,0.315,0.872,0.574,16.529,16.5,0.554,0.593,1.0,0.978,21.83,109.13,90.94,121.0,0.506
0022201210,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,554.5,110.9,575.0,115.0,-20.5,-4.1,0.548,2.3,17.2,0.185,0.822,0.475,9.901,9.9,0.548,0.567,1.0,0.964,20.1,100.5,83.75,101.0,0.468
0022201210,1610612741,Chicago,Bulls,CHI,bulls,240:00,575.0,115.0,554.5,110.9,20.5,4.1,0.522,2.0,18.2,0.178,0.815,0.525,12.0,12.0,0.585,0.599,1.0,0.991,20.1,100.5,83.75,100.0,0.532
0022201198,1610612755,Philadelphia,76ers,PHI,sixers,240:00,526.0,105.2,664.9,133.0,-138.9,-27.8,0.59,1.35,18.7,0.105,0.725,0.423,17.708,17.7,0.579,0.611,1.0,0.97,19.3,96.5,80.42,96.0,0.385
0022201198,1610612748,Miami,Heat,MIA,heat,240:00,664.9,133.0,526.0,105.2,138.9,27.8,0.796,3.55,26.5,0.275,0.895,0.577,11.34,11.3,0.659,0.682,1.0,0.963,19.3,96.5,80.42,97.0,0.615
0022201199,1610612759,San Antonio,Spurs,SAS,spurs,240:00,597.2,119.4,588.0,117.6,9.3,1.9,0.617,1.93,18.0,0.41,0.696,0.533,13.889,13.9,0.491,0.545,1.0,0.977,21.6,108.0,90.0,108.0,0.494
0022201199,1610612757,Portland,Trail Blazers,POR,blazers,240:00,588.0,117.6,597.2,119.4,-9.3,-1.9,0.667,2.13,21.9,0.304,0.59,0.467,14.815,14.8,0.583,0.611,1.0,0.983,21.6,108.0,90.0,108.0,0.506
0022201201,1610612756,Phoenix,Suns,PHX,suns,240:00,633.0,126.6,611.7,122.3,21.3,4.3,0.634,2.6,20.0,0.244,0.643,0.446,10.638,10.6,0.627,0.661,1.0,0.971,18.8,94.0,78.33,94.0,0.516
0022201201,1610612743,Denver,Nuggets,DEN,nuggets,240:00,611.7,122.3,633.0,126.6,-21.3,-4.3,0.545,1.85,18.2,0.357,0.756,0.554,13.83,13.8,0.578,0.617,1.0,0.981,18.8,94.0,78.33,94.0,0.484
0022201200,1610612762,Utah,Jazz,UTA,jazz,240:00,475.7,95.1,548.1,109.6,-72.3,-14.5,0.585,1.26,17.9,0.159,0.656,0.448,18.447,18.4,0.524,0.544,1.0,0.991,20.7,103.5,86.25,103.0,0.435
0022201200,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,548.1,109.6,475.7,95.1,72.3,14.5,0.744,2.23,19.0,0.344,0.841,0.552,12.5,12.5,0.479,0.526,1.0,0.984,20.7,103.5,86.25,104.0,0.565
0022201197,1610612753,Orlando,Magic,ORL,magic,240:00,465.3,93.1,590.0,118.0,-124.7,-24.9,0.636,0.95,15.4,0.3,0.762,0.511,21.782,21.8,0.476,0.514,1.0,0.974,20.1,100.5,83.75,101.0,0.379
0022201197,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,590.0,118.0,465.3,93.1,124.7,24.9,0.674,1.82,22.0,0.238,0.7,0.489,17.0,17.0,0.625,0.642,1.0,0.982,20.1,100.5,83.75,100.0,0.621
0022201189,1610612765,Detroit,Pistons,DET,pistons,240:00,580.6,116.1,661.3,132.3,-80.6,-16.1,0.659,1.93,20.3,0.302,0.636,0.471,15.054,15.1,0.565,0.599,1.0,0.981,18.6,93.0,77.5,93.0,0.426
0022201189,1610612751,Brooklyn,Nets,BKN,nets,240:00,661.3,132.3,580.6,116.1,80.6,16.1,0.8,2.77,24.8,0.364,0.698,0.529,13.978,14.0,0.622,0.64,1.0,0.963,18.6,93.0,77.5,93.0,0.574
0022201195,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,627.6,125.5,613.4,122.7,14.1,2.8,0.545,2.4,18.2,0.217,0.557,0.411,10.204,10.2,0.607,0.635,1.0,0.972,19.5,97.5,81.25,98.0,0.506
0022201195,1610612758,Sacramento,Kings,SAC,kings,240:00,613.4,122.7,627.6,125.5,-14.1,-2.8,0.674,3.44,20.0,0.443,0.783,0.589,9.278,9.3,0.491,0.52,1.0,0.992,19.5,97.5,81.25,97.0,0.494
0022201196,1610612746,LA,Clippers,LAC,clippers,240:00,595.2,119.0,561.9,112.4,33.3,6.7,0.535,1.77,17.3,0.122,0.761,0.46,12.381,12.4,0.622,0.666,1.0,0.973,21.0,105.0,87.5,105.0,0.531
0022201196,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,561.9,112.4,595.2,119.0,-33.3,-6.7,0.6,1.93,18.9,0.239,0.878,0.54,13.333,13.3,0.573,0.593,1.0,0.983,21.0,105.0,87.5,105.0,0.469
0022201193,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,541.2,108.2,479.2,95.8,62.1,12.4,0.667,2.0,19.0,0.296,0.854,0.559,13.402,13.4,0.522,0.542,1.0,0.982,19.3,96.5,80.42,97.0,0.533
0022201193,1610612741,Chicago,Bulls,CHI,bulls,240:00,479.2,95.8,541.2,108.2,-62.1,-12.4,0.778,1.87,21.4,0.146,0.704,0.441,15.625,15.6,0.5,0.524,1.0,0.99,19.3,96.5,80.42,96.0,0.467
0022201190,1610612754,Indiana,Pacers,IND,pacers,240:00,620.2,124.0,650.9,130.2,-30.8,-6.2,0.733,1.94,22.0,0.289,0.528,0.418,16.346,16.3,0.603,0.644,1.0,1.0,21.0,105.0,87.5,104.0,0.472
0022201190,1610612752,New York,Knicks,NYK,knicks,240:00,650.9,130.2,620.2,124.0,30.8,6.2,0.654,1.89,20.6,0.472,0.711,0.582,16.981,17.0,0.61,0.622,1.0,0.947,21.0,105.0,87.5,106.0,0.528
0022201192,1610612738,Boston,Celtics,BOS,celtics,240:00,500.0,100.0,479.4,95.9,20.6,4.1,0.526,1.33,14.8,0.327,0.727,0.527,15.464,15.5,0.489,0.5,1.0,0.983,19.4,97.0,80.83,97.0,0.494
0022201192,1610612761,Toronto,Raptors,TOR,raptors,240:00,479.4,95.9,500.0,100.0,-20.6,-4.1,0.541,1.67,15.2,0.273,0.673,0.473,12.371,12.4,0.444,0.477,1.0,0.973,19.4,97.0,80.83,97.0,0.506
0022201191,1610612737,Atlanta,Hawks,ATL,hawks,240:00,626.2,125.2,542.1,108.4,84.1,16.8,0.698,1.76,19.9,0.333,0.717,0.547,15.888,15.9,0.589,0.659,1.0,0.975,21.4,107.0,89.17,107.0,0.592
0022201191,1610612764,Washington,Wizards,WAS,wizards,240:00,542.1,108.4,626.2,125.2,-84.1,-16.8,0.511,1.64,15.9,0.283,0.667,0.453,13.084,13.1,0.511,0.55,1.0,0.975,21.4,107.0,89.17,107.0,0.408
0022201194,1610612740,New Orleans,Pelicans,NOP,pelicans,265:00,621.6,124.3,590.1,118.0,31.5,6.3,0.795,2.19,22.0,0.26,0.672,0.481,14.414,14.4,0.619,0.656,1.0,0.976,20.11,100.53,83.77,111.0,0.529
0022201194,1610612763,Memphis,Grizzlies,MEM,grizzlies,265:00,590.1,118.0,621.6,124.3,-31.5,-6.3,0.66,2.36,20.2,0.328,0.74,0.519,12.613,12.6,0.538,0.57,1.0,0.977,20.11,100.53,83.77,111.0,0.471
0022201179,1610612764,Washington,Wizards,WAS,wizards,240:00,592.6,118.5,642.2,128.4,-49.6,-9.9,0.6,3.33,20.3,0.182,0.686,0.425,8.333,8.3,0.571,0.591,1.0,0.992,21.7,108.5,90.42,108.0,0.458
0022201179,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,642.2,128.4,592.6,118.5,49.6,9.9,0.66,1.83,20.9,0.314,0.818,0.575,16.514,16.5,0.668,0.668,1.0,0.976,21.7,108.5,90.42,109.0,0.542
0022201176,1610612766,Charlotte,Hornets,CHA,hornets,240:00,520.8,104.2,631.6,126.3,-110.7,-22.1,0.75,1.5,20.5,0.22,0.755,0.511,18.75,18.8,0.545,0.586,1.0,0.971,19.1,95.5,79.58,96.0,0.417
0022201176,1610612761,Toronto,Raptors,TOR,raptors,240:00,631.6,126.3,520.8,104.2,110.7,22.1,0.643,3.86,20.1,0.245,0.78,0.489,7.368,7.4,0.563,0.598,1.0,0.991,19.1,95.5,79.58,95.0,0.583
0022201184,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,583.3,116.7,534.3,106.9,49.0,9.8,0.714,2.5,21.4,0.191,0.741,0.495,11.765,11.8,0.586,0.615,1.0,0.982,20.4,102.0,85.0,102.0,0.574
0022201184,1610612757,Portland,Trail Blazers,POR,blazers,240:00,534.3,106.9,583.3,116.7,-49.0,-9.8,0.548,2.3,16.4,0.259,0.809,0.505,9.804,9.8,0.505,0.522,1.0,0.966,20.4,102.0,85.0,102.0,0.426
0022201187,1610612744,Golden State,Warriors,GSW,warriors,240:00,660.2,132.0,618.8,123.8,41.4,8.3,0.532,1.79,16.6,0.442,0.727,0.589,13.592,13.6,0.6,0.628,1.0,0.96,20.4,102.0,85.0,103.0,0.566
0022201187,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,618.8,123.8,660.2,132.0,-41.4,-8.3,0.523,2.3,16.5,0.273,0.558,0.411,9.901,9.9,0.532,0.577,1.0,1.0,20.4,102.0,85.0,101.0,0.434
0022201178,1610612753,Orlando,Magic,ORL,magic,240:00,594.7,118.9,603.1,120.6,-8.4,-1.7,0.556,1.92,18.5,0.341,0.795,0.568,13.684,13.7,0.562,0.586,1.0,1.0,19.2,96.0,80.0,95.0,0.493
0022201178,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,603.1,120.6,594.7,118.9,8.4,1.7,0.548,2.56,18.1,0.205,0.659,0.432,9.278,9.3,0.589,0.63,1.0,0.971,19.2,96.0,80.0,97.0,0.507
0022201186,1610612762,Utah,Jazz,UTA,jazz,265:00,599.1,119.8,608.1,121.6,-9.0,-1.8,0.617,2.07,19.5,0.196,0.712,0.469,12.613,12.6,0.606,0.642,1.0,0.967,20.11,100.53,83.77,111.0,0.484
0022201186,1610612747,Los Angeles,Lakers,LAL,lakers,265:00,608.1,121.6,599.1,119.8,9.0,1.8,0.563,2.25,17.8,0.288,0.804,0.531,10.811,10.8,0.563,0.606,1.0,0.976,20.11,100.53,83.77,111.0,0.516
0022201183,1610612745,Houston,Rockets,HOU,rockets,240:00,601.9,120.4,509.9,102.0,92.0,18.4,0.489,1.77,15.3,0.417,0.725,0.559,12.621,12.6,0.52,0.551,1.0,0.976,20.4,102.0,85.0,103.0,0.554
0022201183,1610612743,Denver,Nuggets,DEN,nuggets,240:00,509.9,102.0,601.9,120.4,-92.0,-18.4,0.634,1.3,18.4,0.275,0.583,0.441,19.802,19.8,0.534,0.543,1.0,1.0,20.4,102.0,85.0,101.0,0.446
0022201180,1610612751,Brooklyn,Nets,BKN,nets,240:00,536.8,107.4,569.1,113.8,-32.3,-6.5,0.538,2.1,16.2,0.264,0.723,0.48,10.526,10.5,0.506,0.53,1.0,0.963,18.9,94.5,78.75,95.0,0.456
0022201180,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,569.1,113.8,536.8,107.4,32.3,6.5,0.512,1.75,16.4,0.277,0.736,0.52,12.766,12.8,0.529,0.565,1.0,0.953,18.9,94.5,78.75,94.0,0.544
0022201177,1610612765,Detroit,Pistons,DET,pistons,240:00,570.7,114.1,641.3,128.3,-70.7,-14.1,0.583,1.5,17.4,0.211,0.769,0.494,15.217,15.2,0.568,0.619,1.0,0.98,18.4,92.0,76.67,92.0,0.418
0022201177,1610612748,Miami,Heat,MIA,heat,240:00,641.3,128.3,570.7,114.1,70.7,14.1,0.634,3.25,20.5,0.231,0.789,0.506,8.696,8.7,0.594,0.645,1.0,0.97,18.4,92.0,76.67,92.0,0.582
0022201181,1610612755,Philadelphia,76ers,PHI,sixers,240:00,578.7,115.7,567.4,113.5,11.2,2.2,0.538,1.75,17.6,0.225,0.661,0.479,13.483,13.5,0.571,0.606,1.0,0.959,17.8,89.0,74.17,89.0,0.508
0022201181,1610612738,Boston,Celtics,BOS,celtics,240:00,567.4,113.5,578.7,115.7,-11.2,-2.2,0.737,3.5,20.6,0.339,0.775,0.521,8.989,9.0,0.5,0.515,1.0,0.981,17.8,89.0,74.17,89.0,0.492
0022201188,1610612756,Phoenix,Suns,PHX,suns,240:00,586.7,117.3,484.5,96.9,102.2,20.4,0.581,1.79,17.5,0.408,0.772,0.604,14.286,14.3,0.539,0.572,1.0,0.966,19.5,97.5,81.25,98.0,0.614
0022201188,1610612759,San Antonio,Spurs,SAS,spurs,240:00,484.5,96.9,586.7,117.3,-102.2,-20.4,0.714,2.08,18.7,0.228,0.592,0.396,12.371,12.4,0.461,0.489,1.0,1.0,19.5,97.5,81.25,97.0,0.386
0022201182,1610612741,Chicago,Bulls,CHI,bulls,240:00,519.8,104.0,602.9,120.6,-83.1,-16.6,0.39,2.0,13.0,0.125,0.718,0.391,7.921,7.9,0.5,0.537,1.0,0.991,20.3,101.5,84.58,101.0,0.395
